"male","age","ed","agem","edm","agef","edf"
2,11,2,44,0,NA,NA
1,29,0,NA,NA,NA,NA
2,13,0,33,6,35,6
2,8,NA,NA,NA,NA,NA
1,16,7,49,0,51,5
1,13,NA,NA,NA,NA,NA
2,22,2,NA,NA,NA,NA
1,14,7,51,0,60,0
2,33,2,NA,NA,NA,NA
1,37,10,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
2,31,3,NA,NA,NA,NA
1,0,0,41,0,39,3
1,6,NA,NA,NA,NA,NA
2,49,0,71,0,NA,NA
1,29,4,NA,NA,NA,NA
1,0,0,21,0,27,3
2,16,5,NA,NA,NA,NA
2,13,3,32,4,NA,NA
2,31,0,54,0,NA,NA
1,10,0,36,0,43,6
1,45,8,NA,NA,NA,NA
1,9,0,33,10,37,8
1,49,0,NA,NA,NA,NA
1,11,0,29,0,35,8
1,33,8,NA,NA,NA,NA
1,33,14,NA,NA,NA,NA
2,22,4,45,0,52,4
2,25,8,NA,NA,NA,NA
1,3,NA,27,3,NA,NA
2,59,0,NA,NA,NA,NA
1,41,8,NA,NA,NA,NA
1,60,0,NA,NA,NA,NA
1,1,0,48,0,67,5
2,6,1,25,6,30,12
2,32,0,NA,NA,NA,NA
2,37,8,56,0,62,9
2,11,NA,NA,NA,NA,NA
2,33,4,NA,NA,NA,NA
2,47,0,NA,NA,NA,NA
2,8,NA,28,0,NA,NA
2,0,0,27,6,34,6
2,73,0,NA,NA,NA,NA
2,23,7,NA,NA,NA,NA
1,53,3,NA,NA,NA,NA
1,62,3,NA,NA,NA,NA
2,7,2,25,8,32,8
1,1,0,26,0,33,6
2,41,0,NA,NA,NA,NA
1,21,2,NA,NA,NA,NA
2,10,2,35,0,NA,NA
1,14,NA,NA,NA,NA,NA
1,49,5,NA,NA,NA,NA
1,8,2,28,0,29,6
1,33,7,NA,NA,NA,NA
2,9,2,49,0,51,2
1,23,7,50,0,NA,NA
2,17,4,50,3,NA,NA
1,19,6,NA,NA,NA,NA
2,33,2,58,0,NA,NA
2,9,0,31,0,NA,NA
2,68,2,NA,NA,NA,NA
2,13,4,45,2,49,0
2,21,8,NA,NA,NA,NA
1,1,0,31,7,NA,NA
2,9,3,41,0,37,8
2,5,0,31,8,44,8
2,6,1,24,0,28,0
1,2,0,46,0,51,0
2,10,0,29,0,33,8
2,21,0,NA,NA,NA,NA
2,22,8,NA,NA,NA,NA
2,6,0,25,0,32,7
1,3,0,41,0,39,3
2,24,0,NA,NA,NA,NA
2,3,0,22,0,25,5
2,1,NA,21,12,NA,NA
1,0,0,33,0,41,8
1,22,4,NA,NA,NA,NA
1,5,0,30,3,39,4
2,10,2,31,6,NA,NA
2,27,3,NA,NA,NA,NA
1,14,4,41,0,42,5
1,27,3,51,0,NA,NA
2,13,0,37,0,39,0
1,25,12,51,7,57,8
2,14,NA,NA,NA,NA,NA
2,9,3,26,0,NA,NA
2,56,0,NA,NA,NA,NA
1,7,1,23,2,29,8
2,5,0,22,0,31,4
1,26,0,52,0,NA,NA
1,11,0,30,0,32,0
1,11,0,35,0,NA,NA
2,30,6,NA,NA,NA,NA
2,9,3,27,0,30,8
1,23,5,NA,NA,NA,NA
1,14,NA,NA,NA,NA,NA
1,10,3,33,0,41,8
2,6,1,33,0,NA,NA
2,10,3,47,0,NA,NA
2,8,1,30,6,33,8
1,42,5,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,3,0,29,5,NA,4
1,3,0,21,0,25,1
2,5,NA,NA,NA,NA,NA
2,0,0,25,0,NA,NA
2,36,5,55,2,62,3
1,14,4,41,0,49,4
1,16,5,53,3,57,5
1,2,0,20,4,23,7
1,5,0,38,0,45,8
1,3,0,22,0,30,6
2,37,0,NA,NA,NA,NA
2,59,0,NA,NA,NA,NA
1,0,0,25,5,NA,NA
2,12,6,32,0,NA,NA
1,7,0,25,7,29,8
1,25,3,51,0,NA,NA
1,27,8,NA,NA,NA,NA
1,18,0,48,6,NA,NA
1,43,0,NA,NA,NA,NA
1,4,0,26,2,29,0
1,60,3,NA,NA,NA,NA
1,34,0,NA,NA,NA,NA
2,31,0,NA,NA,NA,NA
1,2,0,23,8,27,8
1,58,0,NA,NA,NA,NA
2,22,1,NA,NA,NA,NA
1,26,14,49,4,55,8
1,15,0,50,0,NA,NA
2,5,0,29,0,NA,NA
2,33,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,13,3,32,0,NA,NA
1,26,2,NA,NA,NA,NA
2,4,0,23,2,29,8
2,54,0,NA,NA,NA,NA
2,29,6,NA,NA,NA,NA
2,22,3,NA,NA,NA,NA
1,19,11,75,3,NA,NA
2,25,0,NA,NA,NA,NA
1,8,5,27,2,33,8
1,0,NA,29,0,35,8
2,23,3,37,2,39,3
2,3,0,44,5,50,7
2,17,6,34,4,40,4
2,32,0,NA,NA,NA,NA
2,19,0,38,0,45,8
1,16,6,42,0,NA,NA
1,36,12,NA,NA,NA,NA
1,15,4,40,0,63,6
2,1,0,27,0,NA,NA
2,1,0,30,0,34,7
2,1,0,33,3,NA,NA
1,27,12,NA,NA,NA,NA
2,38,4,NA,NA,NA,NA
1,14,3,39,0,NA,NA
2,0,0,14,0,22,7
1,5,0,24,0,26,0
1,34,14,NA,NA,NA,NA
1,17,5,66,0,72,0
1,1,0,20,4,23,8
1,7,1,38,0,43,5
2,8,0,31,0,37,0
2,45,0,61,2,NA,NA
2,7,2,26,0,NA,NA
1,14,4,43,4,50,5
1,0,0,21,0,29,0
2,12,NA,NA,NA,NA,NA
2,54,0,NA,NA,NA,NA
2,20,6,NA,NA,NA,NA
1,8,0,39,0,49,8
2,4,0,23,6,27,0
2,5,0,24,6,31,7
1,12,5,35,5,NA,NA
2,25,3,48,0,NA,NA
2,36,0,NA,NA,NA,NA
1,9,0,34,1,43,1
1,16,5,35,2,41,4
1,37,6,NA,NA,NA,NA
1,27,7,NA,NA,NA,NA
1,27,8,NA,NA,NA,NA
2,1,0,34,0,37,6
2,18,3,NA,NA,NA,NA
1,15,7,52,0,55,0
2,5,0,23,8,27,8
1,16,6,55,0,64,0
2,28,0,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
1,13,0,45,0,47,5
1,1,0,23,0,29,6
1,18,8,39,0,41,4
2,15,4,31,6,39,9
1,23,9,41,0,NA,NA
2,1,0,27,8,35,8
2,31,7,53,4,57,10
2,12,3,43,0,53,5
1,3,0,27,0,30,8
2,10,0,33,0,NA,NA
1,19,6,38,0,NA,NA
1,3,0,27,0,32,0
2,16,0,44,0,49,0
1,10,NA,NA,NA,NA,NA
1,11,3,34,0,39,6
2,0,0,24,0,32,8
1,1,0,33,2,33,0
1,50,0,NA,NA,NA,NA
1,20,0,55,0,62,5
1,21,8,36,0,NA,NA
1,10,2,27,0,30,0
1,55,5,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
1,4,1,41,0,NA,NA
2,9,0,38,3,NA,NA
2,30,3,NA,NA,NA,NA
1,55,2,NA,NA,NA,NA
2,19,6,51,1,NA,NA
2,30,0,NA,NA,NA,NA
2,70,0,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,23,8,NA,NA,NA,NA
1,29,6,NA,NA,NA,NA
2,7,1,28,6,NA,NA
2,5,1,23,6,26,3
1,17,4,38,0,NA,NA
1,3,0,33,0,36,8
2,15,8,30,6,32,8
2,9,2,30,0,36,0
2,27,5,NA,NA,NA,NA
1,1,0,24,8,25,12
1,35,8,NA,NA,NA,NA
2,74,0,NA,NA,NA,NA
2,38,0,NA,NA,NA,NA
2,22,NA,NA,NA,NA,NA
1,78,0,NA,NA,NA,NA
2,3,0,21,0,NA,NA
2,18,4,NA,NA,NA,NA
1,28,12,NA,NA,NA,NA
1,3,0,18,10,NA,NA
1,10,0,43,0,NA,NA
1,30,6,NA,NA,NA,NA
2,38,0,NA,NA,NA,NA
2,10,NA,36,5,NA,NA
2,12,2,32,0,NA,NA
2,9,NA,NA,NA,NA,NA
2,33,0,NA,NA,NA,NA
1,32,14,NA,NA,NA,NA
2,5,0,35,0,39,8
1,48,14,NA,NA,NA,NA
2,37,0,31,0,NA,NA
2,15,NA,55,4,57,5
2,21,7,NA,NA,NA,NA
2,13,2,53,2,62,0
1,4,0,39,0,NA,NA
1,2,0,31,0,NA,NA
2,-2,0,NA,NA,NA,NA
1,2,0,30,0,33,5
2,6,0,23,0,33,5
1,6,0,27,6,33,10
1,12,2,29,8,NA,NA
2,1,0,30,0,37,0
2,14,4,38,0,NA,NA
2,21,0,NA,NA,NA,NA
2,48,0,NA,NA,NA,NA
2,10,3,27,0,30,7
2,12,NA,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
2,26,4,NA,NA,NA,NA
2,28,7,NA,NA,NA,NA
2,26,7,NA,NA,NA,NA
1,24,5,NA,NA,NA,NA
2,3,NA,25,8,29,8
1,25,7,48,6,NA,NA
2,5,0,25,0,NA,NA
2,25,4,NA,NA,NA,NA
2,49,8,NA,NA,NA,NA
1,6,NA,NA,NA,NA,NA
1,37,12,NA,NA,NA,NA
2,8,1,30,0,39,8
1,9,1,27,3,NA,NA
1,1,0,40,5,43,8
2,5,0,23,0,30,0
2,11,NA,NA,NA,NA,NA
1,13,6,33,12,NA,NA
2,23,8,NA,NA,NA,NA
1,23,0,NA,NA,NA,NA
2,33,5,NA,NA,NA,NA
1,5,0,30,4,33,7
1,2,0,29,0,32,8
1,29,8,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
1,41,0,NA,NA,NA,NA
1,3,0,20,7,30,5
2,16,NA,40,0,42,NA
2,38,4,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
1,27,14,51,4,57,14
1,3,0,27,2,36,8
1,27,12,51,7,57,8
1,57,0,NA,NA,NA,NA
2,17,7,36,2,39,8
1,0,0,41,0,NA,NA
2,20,4,NA,NA,NA,NA
