"id","age","male","rs","idm","agem","rsm","idf"
"mgbek",9,2,NA,"skt6p",32,4,"py22o"
"h1j8u",8,2,NA,"kcg3b",NA,NA,"kcg3b"
"hwci7",7,1,NA,"quarq",30,3,"jnzkq"
"auada",4,1,NA,"fiq2t",39,8,"j5ctv"
"orcan",2,2,NA,"cv59l",23,2,"d7xtd"
"hihil",18,2,1,"kcg3b",NA,5,"kcg3b"
"r4eu0",5,1,NA,"zr5mh",32,5,"kcg3b"
"iw5uw",5,2,NA,"ooek5",30,4,"z8o74"
"cxh84",47,1,5,"kcg3b",NA,5,"kcg3b"
"n9nrf",12,1,NA,"wblg3",34,6,"aknfm"
"k3wsr",68,2,3,"kcg3b",NA,1,"kcg3b"
"h1h5h",56,2,3,"kcg3b",NA,3,"kcg3b"
"ak0mz",6,2,NA,"n5iwh",23,3,"gszjr"
"fwrsf",10,2,NA,"kcg3b",NA,NA,"kcg3b"
"rn6jr",62,2,7,"kcg3b",NA,2,"kcg3b"
"mptb7",1,2,NA,"j9eik",23,2,"gzlvu"
"ylcok",25,1,NA,"mcbhb",48,7,"a4fdc"
"qrdxt",0,2,NA,"edqi0",22,2,"kcg3b"
"p8l8k",4,1,NA,"e7z4g",39,4,"nl88e"
"we4ka",12,1,NA,"kcg3b",NA,NA,"kcg3b"
"dzieh",17,1,NA,"mojmt",52,5,"kcg3b"
"r52le",57,2,10,"kcg3b",NA,4,"kcg3b"
"g4vp1",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"padn0",23,2,2,"kcg3b",NA,5,"kcg3b"
"glgsh",11,2,NA,"zbq40",31,4,"kcg3b"
"nct89",7,2,NA,"he1rd",39,3,"lcmhh"
"zqza4",38,1,6,"kcg3b",NA,5,"kcg3b"
"pymny",10,1,NA,"y27xc",32,5,"kcg3b"
"bjoou",20,1,NA,"fp9ah",34,6,"rlt2t"
"xx28e",4,2,NA,"mpnrb",28,3,"bl2do"
"ewgx0",5,1,NA,"yeigz",27,6,"fjjog"
"oy275",14,1,NA,"dauqa",33,6,"w8n5t"
"cv2u3",1,1,NA,"liy6l",19,1,"jei75"
"k7016",21,2,2,"kcg3b",NA,2,"kcg3b"
"vyblk",25,2,2,"kcg3b",NA,3,"kcg3b"
"r23ki",40,1,6,"kcg3b",NA,4,"kcg3b"
"mpnrb",28,2,3,"kcg3b",NA,3,"kcg3b"
"eukvl",18,1,NA,"rdnah",35,6,"nenho"
"w96cs",16,1,NA,"rfbv3",33,4,"kcg3b"
"fn984",35,2,7,"kcg3b",NA,4,"kcg3b"
"wjdug",23,2,3,"kcg3b",NA,2,"kcg3b"
"thlsk",11,2,NA,"kw4o3",35,6,"jc71l"
"lwciq",15,2,NA,"mwnia",47,11,"s4k8n"
"w22ok",64,1,5,"kcg3b",NA,7,"kcg3b"
"jc0j4",27,1,1,"kcg3b",NA,4,"kcg3b"
"e4brh",37,1,3,"kcg3b",NA,5,"kcg3b"
"woaj6",6,2,NA,"kcg3b",NA,NA,"kcg3b"
"z0om1",17,2,NA,"epckp",46,6,"yr28x"
"sqvo6",32,2,5,"kcg3b",NA,3,"kcg3b"
"zpcg7",6,2,NA,"cjs4o",21,2,"w76cl"
"jjhbs",11,1,NA,"wmotz",32,6,"kblj7"
"q0dht",0,2,NA,"v6xc9",34,8,"lemrr"
"y1x5l",1,1,NA,"smxs6",25,3,"kcg3b"
"yv34f",0,1,NA,"lqax8",35,10,"p6hzk"
"j1t26",57,2,3,"kcg3b",NA,1,"kcg3b"
"nvd6b",5,2,NA,"esipk",25,3,"kcg3b"
"ktvpz",9,2,NA,"tjtor",41,2,"uzeij"
"f52ie",10,2,NA,"l7jvz",27,4,"i8l3t"
"t2xda",26,1,0,"kcg3b",NA,1,"kcg3b"
"z5j7a",19,2,0,"kcg3b",NA,7,"kcg3b"
"ohqem",23,1,0,"kcg3b",NA,1,"kcg3b"
"n54ep",65,2,9,"kcg3b",NA,2,"kcg3b"
"ada7u",42,1,0,"kcg3b",NA,9,"kcg3b"
"b2gcv",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"mcmek",16,2,NA,"nd8mu",45,5,"nsjjd"
"let29",19,2,NA,"p934y",57,8,"vz06y"
"ubsqb",21,2,NA,"puyh4",49,4,"kcg3b"
"yrdbn",20,2,NA,"ua6pb",45,6,"rqtxz"
"s347z",10,2,NA,"sfik4",39,8,"c63zt"
"czksb",14,2,NA,"rm7rt",38,7,"kcg3b"
"cdk5d",1,2,NA,"vku6n",28,4,"tsl7u"
"tei8x",5,2,NA,"lcqr5",41,10,"kcg3b"
"aam5r",58,1,10,"kcg3b",NA,4,"kcg3b"
"vmhbr",0,1,NA,"igdpi",49,7,"hr55d"
"yhbmj",27,1,1,"kcg3b",NA,6,"kcg3b"
"izr5f",3,2,NA,"awl0x",25,2,"qjojh"
"nzz7t",38,1,4,"kcg3b",NA,1,"kcg3b"
"gwf2a",5,1,NA,"oa0c3",23,3,"kcg3b"
"p71b9",8,2,NA,"fwrpd",27,5,"svqoy"
"ll023",0,2,NA,"okni7",20,1,"kcg3b"
"oprv0",0,2,NA,"pm6js",53,5,"kcg3b"
"ktb5a",9,2,NA,"kcg3b",NA,NA,"kcg3b"
"owc1p",12,2,NA,"gnaot",33,5,"an0vs"
"vbicu",30,2,4,"kcg3b",NA,9,"kcg3b"
"s392m",4,1,NA,"dp68k",24,5,"hl77h"
"j69b0",5,2,NA,"kcg3b",NA,NA,"kcg3b"
"y9j7f",4,1,NA,"uip9x",23,3,"w7pnp"
"au8fb",46,1,1,"kcg3b",NA,4,"kcg3b"
"x2tv4",12,2,NA,"ocfpu",37,3,"tbxa2"
"clpv6",1,2,NA,"g6p6w",23,3,"gvaox"
"a13j5",3,1,NA,"lt1d0",23,2,"e48k6"
"t8l2n",39,1,5,"kcg3b",NA,9,"kcg3b"
"kjx4q",37,2,4,"kcg3b",NA,5,"kcg3b"
"euisi",10,1,NA,"a3tqm",40,8,"m9ef0"
"m4yb7",4,2,NA,"ce0qc",40,5,"xbpqi"
"e2f8o",18,1,NA,"flemx",50,6,"kcg3b"
"abwwz",19,1,NA,"voi08",55,8,"kcg3b"
"a42x3",13,1,NA,"be04c",51,9,"fu543"
"jl1zo",0,1,NA,"fiq2t",39,8,"j5ctv"
"satct",24,2,1,"kcg3b",NA,2,"kcg3b"
"f2lir",25,1,2,"kcg3b",NA,6,"kcg3b"
"yeh9r",21,2,1,"kcg3b",NA,3,"kcg3b"
"opaly",1,1,NA,"rhvlw",26,3,"xrpl0"
"voi08",55,2,8,"kcg3b",NA,4,"kcg3b"
"lutzd",37,1,6,"kcg3b",NA,3,"kcg3b"
"dwjf7",6,2,NA,"kcg3b",NA,NA,"kcg3b"
"y4vkx",4,1,NA,"k1xpf",25,2,"kcg3b"
"ybb9j",24,2,2,"kcg3b",NA,6,"kcg3b"
"mem61",18,1,NA,"eiam1",48,7,"kcg3b"
"ctebe",8,2,NA,"kw4o3",35,6,"jc71l"
"mdw2g",10,2,NA,"zxzcs",32,8,"yai9s"
"vouby",39,1,0,"kcg3b",NA,7,"kcg3b"
"n9syi",24,2,2,"dua97",59,8,"kcg3b"
"lfput",41,2,6,"kcg3b",NA,7,"kcg3b"
"c1jnv",27,2,NA,"c4t42",69,5,"n0f5z"
"uvril",8,1,NA,"kcg3b",NA,NA,"kcg3b"
"nc1qa",5,1,NA,"wdkyc",23,4,"u1pm3"
"b4ta2",8,1,NA,"b41gf",39,5,"lqxh3"
"xhjvw",12,1,NA,"s3twf",49,2,"j1hor"
"x5ggd",59,1,4,"kcg3b",NA,4,"kcg3b"
"pp07s",8,2,NA,"t1jeh",37,6,"gqcvk"
"tb6x8",30,1,5,"kcg3b",NA,8,"kcg3b"
"w13x4",33,1,3,"kcg3b",NA,4,"kcg3b"
"gxy6o",0,2,NA,"mpnrb",28,3,"bl2do"
"nc4uv",15,1,NA,"c1csh",40,6,"two6l"
"n197l",11,2,NA,"ehjdi",30,2,"ji95s"
"k390x",13,2,NA,"mojmt",52,5,"kcg3b"
"ksdj8",13,1,NA,"z603v",31,8,"zcuoi"
"wzrv7",0,2,NA,"i380i",19,1,"k1nct"
"ybn2q",32,2,2,"kcg3b",NA,9,"kcg3b"
"ya5vw",27,1,0,"kcg3b",NA,6,"kcg3b"
"ji5au",3,2,NA,"qr7mt",27,3,"kcg3b"
"ckvnf",3,1,NA,"qnrfm",21,2,"xvq0o"
"dgsku",57,1,7,"kcg3b",NA,4,"kcg3b"
"elj1p",20,1,NA,"p7or2",67,9,"f9bis"
"pzwdc",18,1,NA,"ua6pb",45,6,"rqtxz"
"lrxjo",7,1,NA,"eitrl",29,2,"kcg3b"
"vhttr",7,1,NA,"bon8g",38,7,"ks4sd"
"b8vmk",11,2,NA,"up3zr",35,3,"kcg3b"
"xz4t4",33,1,4,"kcg3b",NA,1,"kcg3b"
"op27n",25,1,0,"kcg3b",NA,4,"kcg3b"
"p8nqg",11,2,NA,"bon8g",38,7,"ks4sd"
"md69u",17,1,NA,"kcg3b",NA,NA,"kcg3b"
"axg7r",26,2,3,"kcg3b",NA,5,"kcg3b"
"kc1pd",13,1,NA,"o7qw9",48,9,"mhweu"
"trkay",21,2,1,"ftt4e",63,9,"kcg3b"
"wmwq3",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"rlt2t",38,1,6,"kcg3b",NA,4,"kcg3b"
"g2law",8,2,NA,"kcg3b",NA,NA,"kcg3b"
"mlwxe",25,1,NA,"kcg3b",NA,NA,"kcg3b"
"tym3z",36,2,4,"kcg3b",NA,2,"kcg3b"
"xrpl0",30,1,3,"kcg3b",NA,2,"kcg3b"
"o3n1v",60,2,5,"kcg3b",NA,3,"kcg3b"
"my9ot",17,2,NA,"gj36j",32,4,"kcg3b"
"y1vy7",14,1,NA,"t1jeh",37,6,"gqcvk"
"u9n1x",16,2,NA,"lsaa5",37,3,"mh4r9"
"x8uzp",3,1,NA,"lmfx5",21,2,"g3i9l"
"o3b87",24,2,0,"kcg3b",NA,5,"kcg3b"
"jcd6e",43,2,0,"kcg3b",NA,4,"kcg3b"
"ci6fr",1,1,NA,"ch2sj",18,1,"s7oon"
"i5bp6",25,1,NA,"w37fl",51,5,"kcg3b"
"odhdg",8,2,NA,"u1via",36,6,"kcg3b"
"xmcre",2,1,NA,"jjt2f",21,1,"fgejw"
"glvr1",14,2,NA,"tjne9",40,9,"cctnd"
"tf4qm",7,1,NA,"ed41u",34,6,"r23ki"
"ou8ir",18,1,NA,"ffhy6",46,6,"ueuhf"
"v4cme",14,2,NA,"yf37a",28,5,"v27sz"
"hkau7",24,2,1,"kcg3b",NA,5,"kcg3b"
"rv4nx",42,2,6,"kcg3b",NA,NA,"kcg3b"
"i1xe9",6,1,NA,"wr8b6",33,5,"rf0rk"
"ykl3q",10,1,NA,"ltyps",27,3,"sq2oy"
"vod02",5,1,NA,"lwocb",33,4,"d9uzo"
"eb2lb",1,2,NA,"ecgl7",22,1,"yl8vo"
"rprc8",31,2,4,"kcg3b",NA,6,"kcg3b"
"dnd45",23,2,1,"kcg3b",NA,3,"kcg3b"
"wvu9v",29,2,2,"kcg3b",NA,4,"kcg3b"
"cs36x",29,1,0,"kcg3b",NA,4,"kcg3b"
"ofdvd",13,1,NA,"dl8vu",35,6,"h07c7"
"we5ph",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"plcod",11,2,NA,"yeigz",27,6,"fjjog"
"mr11f",15,2,NA,"xldkr",38,3,"kcg3b"
"f9grj",4,2,NA,"nzj3n",35,5,"kcg3b"
"c4h8v",27,2,1,"kcg3b",NA,5,"kcg3b"
"gnl0t",59,2,8,"kcg3b",NA,6,"kcg3b"
"ddsrb",5,1,NA,"vafms",30,4,"kcg3b"
"rkthf",49,1,4,"kcg3b",NA,4,"kcg3b"
"yvxac",29,1,2,"kcg3b",NA,NA,"kcg3b"
"b0u5a",24,2,0,"kcg3b",NA,3,"kcg3b"
"qk2dy",31,1,5,"kcg3b",NA,7,"kcg3b"
"hsduw",11,2,NA,"yf37a",28,5,"v27sz"
"jiqul",24,2,0,"kcg3b",NA,6,"kcg3b"
"nh58i",13,1,NA,"ngtup",37,10,"b0ikf"
"rex14",17,1,NA,"vuq75",45,5,"kcg3b"
"t0lhl",29,2,3,"kcg3b",NA,1,"kcg3b"
"hifxz",42,2,NA,"j5npa",77,7,"fjlit"
"o7gf5",42,2,3,"kcg3b",NA,4,"kcg3b"
"mvk1r",1,1,NA,"pmq3i",37,3,"u2m0s"
"x0sln",1,2,NA,"co3v4",25,2,"nj7hi"
"lq06k",0,1,NA,"ztz6w",25,3,"kcg3b"
"fqssm",8,2,NA,"f2txn",41,10,"kcg3b"
"zw8xw",10,2,NA,"dap71",33,8,"kcg3b"
"zcutg",18,2,NA,"a4969",45,6,"nhbov"
"gqtpg",2,1,NA,"btvfx",29,4,"zu605"
"kxxiz",28,1,2,"kcg3b",NA,2,"kcg3b"
"zvteg",25,1,2,"kcg3b",NA,8,"kcg3b"
"j3az8",2,1,NA,"myfe6",21,3,"hb91l"
"p5pcv",10,2,NA,"z1wz3",33,5,"dmy1x"
"n131j",14,1,NA,"gidgl",42,10,"kcg3b"
"c0obk",6,1,NA,"pdadg",24,3,"inqra"
"sdps5",40,1,3,"kcg3b",NA,3,"kcg3b"
"q36dw",55,1,7,"kcg3b",NA,4,"kcg3b"
"l2ybe",3,2,NA,"j78zo",25,2,"tcvvc"
"zstzn",16,2,NA,"h858k",55,8,"opdv0"
"x3clv",13,1,NA,"ay1i7",32,7,"kcg3b"
"ip8ud",39,1,2,"kcg3b",NA,1,"kcg3b"
"q0ktw",16,2,NA,"lgm75",42,6,"fsfpt"
"vnxgb",14,2,NA,"yr2w2",37,5,"tjk9x"
"pnx1j",0,1,NA,"bb919",27,4,"suo8q"
"yee3a",17,1,NA,"n1ed0",32,7,"myzhb"
"bsipb",19,1,NA,"o7gf5",42,3,"kcg3b"
"pk00f",18,1,NA,"oxqis",58,4,"kcg3b"
"ouyb2",67,2,0,"kcg3b",NA,1,"kcg3b"
"y0mjb",17,1,NA,"pjeve",44,5,"sj9fo"
"b7yr4",8,1,NA,"lc8pt",35,7,"uv0tj"
"z6era",3,2,NA,"ghwcm",23,2,"ef5vy"
"vm3kb",6,1,NA,"vlg24",47,9,"kcg3b"
"m76hc",41,1,0,"kcg3b",NA,4,"kcg3b"
"whozi",11,2,NA,"kcg3b",NA,NA,"kcg3b"
"dcgba",50,2,6,"kcg3b",NA,6,"kcg3b"
"wl8sm",18,1,NA,"jkuuh",47,4,"kcg3b"
"qogdn",13,1,NA,"c1csh",40,6,"two6l"
"h81q9",41,1,6,"kcg3b",NA,1,"kcg3b"
"xx8qr",4,1,NA,"zon3h",21,4,"elimq"
"y9om4",15,2,NA,"ay1i7",32,7,"kcg3b"
"msio4",18,2,NA,"u3due",45,6,"e8ftb"
"p2tsm",1,1,NA,"vlyuy",33,4,"kcg3b"
"pwg1s",60,1,9,"kcg3b",NA,NA,"kcg3b"
"lpypk",2,1,NA,"o2g5l",22,2,"bsbrg"
"kjs7l",16,2,NA,"xndm9",34,8,"z8s6l"
"q8q5k",9,2,NA,"kozga",53,6,"mp7fe"
"e4o5v",12,2,NA,"r68ev",42,8,"kcg3b"
"dc192",5,1,NA,"arfkh",30,3,"bcyhp"
"mjmco",49,2,7,"kcg3b",NA,3,"kcg3b"
"shhlh",66,1,8,"kcg3b",NA,NA,"kcg3b"
"s3twf",49,2,2,"kcg3b",NA,1,"kcg3b"
"gkher",60,2,3,"kcg3b",NA,3,"kcg3b"
"gm14j",10,2,NA,"lds3a",36,5,"kcg3b"
"vkvxv",10,1,NA,"o6sfz",31,3,"kcg3b"
"i2iwg",18,1,NA,"wymvq",52,8,"v6ggc"
"fmru5",11,2,NA,"ntz5u",33,3,"e4brh"
"g6js8",2,2,NA,"x8kae",22,3,"sonid"
"p6hzk",38,1,10,"kcg3b",NA,6,"kcg3b"
"be56e",28,2,0,"kcg3b",NA,4,"kcg3b"
"g3nle",16,1,NA,"qqvrn",40,9,"kcg3b"
"w3ci2",12,1,NA,"etgey",43,9,"ej60h"
"x0jk2",6,2,NA,"a61ar",24,5,"kcg3b"
"p5bl1",82,1,3,"kcg3b",NA,1,"kcg3b"
"u0wcf",3,2,NA,"pjeve",44,5,"sj9fo"
"v450l",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"z466f",14,1,NA,"kjx4q",37,4,"kcg3b"
"f0tmx",7,1,NA,"zv2h2",28,2,"ytl35"
"k1xne",17,2,2,"kcg3b",NA,7,"kcg3b"
"x8dxb",31,2,6,"kcg3b",NA,5,"kcg3b"
"mlemr",3,1,NA,"aqkdb",25,1,"icfmh"
"l9l6o",22,2,1,"fq130",44,6,"kcg3b"
"o1qda",39,1,5,"kcg3b",NA,4,"kcg3b"
"ag1ll",27,1,2,"kcg3b",NA,7,"kcg3b"
"n5iwh",23,2,3,"kcg3b",NA,6,"kcg3b"
"vsim2",6,1,NA,"y808b",29,2,"kcg3b"
"tvg4n",13,2,NA,"lkns2",38,4,"kcg3b"
"wsqjz",22,1,0,"kcg3b",NA,6,"kcg3b"
"d2qv5",36,2,3,"kcg3b",NA,4,"kcg3b"
"o42kh",18,2,0,"vjtwb",37,7,"kcg3b"
"xc87i",27,2,1,"kcg3b",NA,5,"kcg3b"
"fvm9t",16,2,NA,"gpipt",51,5,"kcg3b"
"lmjq3",13,2,NA,"fem97",29,3,"vwgz7"
"uuwr4",19,2,2,"fq130",44,6,"kcg3b"
"pd5xp",44,1,2,"kcg3b",NA,3,"kcg3b"
"zkvd5",35,1,4,"kcg3b",NA,6,"kcg3b"
"zlx1h",38,2,4,"kcg3b",NA,2,"kcg3b"
"qb81s",9,2,NA,"azvcj",46,6,"gjr4a"
"bcl07",23,2,NA,"jn2ev",49,6,"dzkpi"
"bgqxt",55,2,5,"kcg3b",NA,4,"kcg3b"
"nzj3n",35,2,5,"kcg3b",NA,5,"kcg3b"
"fv92o",5,1,NA,"oh9wx",43,6,"kcg3b"
"sj9fo",50,1,5,"kcg3b",NA,5,"kcg3b"
"jsngf",26,2,0,"kcg3b",NA,1,"kcg3b"
"bvtzw",31,2,0,"kcg3b",NA,3,"kcg3b"
"u6huc",0,2,NA,"exh8m",24,3,"mmuba"
"n4kwu",15,1,NA,"pmgbh",45,6,"qqx6b"
"xgaun",23,2,0,"kcg3b",NA,NA,"kcg3b"
"nfbi8",29,2,2,"kcg3b",NA,5,"kcg3b"
"ydgco",43,1,3,"kcg3b",NA,4,"kcg3b"
"sabaz",9,2,NA,"rprc8",31,4,"lkswv"
"z603v",31,2,8,"aqa1n",54,3,"kcg3b"
"neh5s",5,1,NA,"jkpfc",24,4,"hznxr"
"odibb",7,2,NA,"vn5x9",29,2,"gzaqu"
"x9qaz",4,1,NA,"pmq3i",37,3,"u2m0s"
"ea155",12,2,NA,"qqvrn",40,9,"kcg3b"
"m1lan",18,1,NA,"byxxg",40,7,"j2dcv"
"fem97",29,2,3,"kcg3b",NA,7,"kcg3b"
"mcbhb",48,2,7,"kcg3b",NA,3,"kcg3b"
"dk97h",10,1,NA,"fc8rp",35,7,"kcg3b"
"k390m",59,2,0,"kcg3b",NA,3,"kcg3b"
"i5rml",4,1,NA,"s69bg",22,4,"ok32n"
"crkar",8,1,NA,"x1h63",49,5,"kcg3b"
"vnng6",23,1,NA,"zl5l9",55,6,"kcg3b"
"q3gpe",30,2,1,"kcg3b",NA,6,"kcg3b"
"crr9l",15,1,NA,"b0fzq",47,4,"kcg3b"
"h7vtk",11,2,NA,"kcg3b",NA,NA,"kcg3b"
"vs9jy",0,1,NA,"a3fyi",18,2,"di3qn"
"bej7i",3,1,NA,"rjcie",29,2,"kcg3b"
"elqq2",1,2,NA,"t319o",25,2,"oebw4"
"m3qsc",5,1,NA,"l0njt",21,5,"kcg3b"
"f4thd",7,2,NA,"fzfhf",31,5,"kcg3b"
"qdsea",27,2,1,"kcg3b",NA,1,"kcg3b"
"qvclb",5,1,NA,"eo238",37,5,"y6wi0"
"gzq95",16,2,NA,"oaeoy",34,3,"k7fvw"
"d9ifx",22,1,NA,"ig94n",41,7,"s30fx"
"ecbyh",4,1,NA,"zwimo",29,3,"ua1kx"
"tmkq1",0,1,NA,"s9521",25,2,"kcg3b"
"af4ag",20,1,NA,"kozga",53,6,"mp7fe"
"adqvl",11,2,NA,"kill9",32,5,"ju83q"
"kafmw",21,1,NA,"vuq75",45,5,"kcg3b"
"f7nyd",23,1,NA,"z3ypi",68,6,"kcg3b"
"xk3c0",7,2,NA,"n4htu",47,7,"b32go"
"dttor",19,1,NA,"a0gj4",51,5,"kcg3b"
"c0d00",12,2,NA,"kcg3b",NA,NA,"kcg3b"
"zzcdd",10,2,NA,"fhkz9",53,6,"itg54"
"xv5m7",0,1,NA,"ezw9i",35,6,"qxtf5"
"mhvf4",16,1,NA,"n8ge2",52,7,"kcg3b"
"vzvma",1,1,NA,"g2vsc",25,3,"zw8wt"
"x31ln",6,2,NA,"wk9wr",23,1,"odes9"
"jchj8",27,1,1,"kcg3b",NA,1,"kcg3b"
"gvaox",27,1,4,"kcg3b",NA,6,"kcg3b"
"gvdkp",5,1,NA,"hig5w",30,4,"p18gl"
"jfnm4",2,2,NA,"x8dxb",31,6,"h34je"
"p7or2",67,2,9,"kcg3b",NA,NA,"kcg3b"
"ds0cd",28,2,6,"kcg3b",NA,8,"kcg3b"
"wwz0m",31,2,4,"kcg3b",NA,NA,"kcg3b"
"wxd41",33,2,1,"kcg3b",NA,6,"kcg3b"
"rt74x",12,1,NA,"t1jeh",37,6,"gqcvk"
"hhgjb",14,2,NA,"t4rrn",57,6,"k2gv7"
"tjkzz",60,2,6,"kcg3b",NA,5,"kcg3b"
"sgwhz",3,1,NA,"llyhw",21,2,"ahgsr"
"ku9nt",0,1,NA,"c0ajf",25,2,"zax0z"
"gcdqo",18,1,NA,"jw7y0",44,5,"az9iy"
"rt66z",10,2,NA,"hgzqn",34,4,"zkvd5"
"egi1d",25,1,3,"kcg3b",NA,3,"kcg3b"
"rqhd8",1,1,NA,"i1env",32,1,"pvg2d"
"ui1v0",1,2,NA,"hzwf4",25,3,"cnrrf"
"edqi0",22,2,2,"gli7y",59,7,"kcg3b"
"uip9x",23,2,3,"kcg3b",NA,4,"kcg3b"
"dllmz",19,1,NA,"etgey",43,9,"ej60h"
"rcu04",14,2,NA,"n37by",36,6,"ed1hz"
"kj12s",26,1,1,"kcg3b",NA,3,"kcg3b"
"xgnzn",7,2,NA,"kcg3b",NA,NA,"kcg3b"
"bkb0g",6,1,NA,"jc1ys",39,4,"kcg3b"
"lidka",16,2,NA,"ggo0f",43,9,"oqrqe"
"zul3a",30,1,4,"kcg3b",NA,4,"kcg3b"
"vv0yd",3,2,NA,"l3dym",27,5,"bc4hp"
"p1w66",14,2,NA,"gp3b7",30,5,"bmxhi"
"hozx1",26,2,2,"kcg3b",NA,4,"kcg3b"
"x5yds",9,1,NA,"wua00",30,5,"jsy86"
"ipt8x",27,1,NA,"tt1wl",51,3,"ctmqm"
"h13dw",6,2,NA,"i1216",37,6,"zqza4"
"ug1hm",1,1,NA,"jjr0u",31,7,"kcg3b"
"ezniq",11,1,NA,"jklt2",58,8,"kcg3b"
"fj6sb",1,1,NA,"ni78x",23,4,"vipjf"
"fgejw",27,1,1,"kcg3b",NA,7,"kcg3b"
"anaab",6,1,NA,"oswqd",37,7,"feiq0"
"k3r8y",12,1,NA,"fq6cl",34,4,"s55fi"
"eiq6r",40,2,6,"kcg3b",NA,7,"kcg3b"
"x8p2z",9,2,NA,"rh7gk",33,3,"kcg3b"
"nge5r",1,2,NA,"fjy18",20,1,"pnbnk"
"c3q51",5,2,NA,"isys0",25,6,"vvxk5"
"s5zk3",53,2,6,"kcg3b",NA,7,"kcg3b"
"yct9j",3,1,NA,"co3v4",25,2,"nj7hi"
"nhsi1",8,1,NA,"ynnlu",49,5,"abga7"
"gf3oq",21,2,2,"kcg3b",NA,7,"kcg3b"
"atuny",14,1,NA,"uj59x",45,1,"iu915"
"hx1zj",6,2,NA,"l8jgy",24,3,"n1jn2"
"hl54o",33,1,3,"kcg3b",NA,5,"kcg3b"
"t83sq",33,2,5,"kcg3b",NA,7,"kcg3b"
"e9ej5",22,1,NA,"kcg3b",NA,NA,"kcg3b"
"eo0yw",60,2,6,"kcg3b",NA,2,"kcg3b"
"ccdar",27,2,3,"yo72o",79,6,"kcg3b"
"yji6t",6,1,NA,"poyx3",25,3,"veflk"
"mn943",23,1,NA,"bk9iu",51,6,"kcg3b"
"ix3mp",37,1,6,"kcg3b",NA,4,"kcg3b"
"viru5",49,2,2,"yo72o",79,6,"kcg3b"
"ua6pb",45,2,6,"kcg3b",NA,2,"kcg3b"
"vfrk6",14,1,NA,"io1tl",-2,2,"kcg3b"
"me52n",2,2,NA,"e8j2o",22,2,"ag1ll"
"ewwta",18,2,NA,"dozsm",42,4,"kcg3b"
"q3l5h",63,2,7,"kcg3b",NA,5,"kcg3b"
"gvog8",36,1,4,"kcg3b",NA,2,"kcg3b"
"cnwu8",12,1,NA,"lfput",41,6,"a4m69"
"m3v6b",39,2,0,"kcg3b",NA,3,"kcg3b"
"wkubi",0,2,NA,"oswqd",37,7,"feiq0"
"rqibk",18,2,NA,"dwydd",40,8,"rqahw"
"jvn8j",5,2,NA,"w55k9",38,6,"ncmc6"
"vnn4x",6,1,NA,"odzfd",27,3,"h5xzo"
"root8",21,2,1,"h0aeu",44,7,"niy6n"
"gs2zp",12,1,NA,"h7wyg",34,4,"vmhjw"
"wio68",59,1,1,"kcg3b",NA,4,"kcg3b"
"n1itd",17,2,1,"kcg3b",NA,NA,"kcg3b"
"fi1zb",29,1,3,"p934y",57,8,"kcg3b"
"siism",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"y610r",34,2,5,"kcg3b",NA,4,"kcg3b"
"mws13",36,1,2,"kcg3b",NA,7,"kcg3b"
"rmz7c",25,1,NA,"n54ep",65,9,"kcg3b"
"kzgvt",11,1,NA,"rwu0d",39,6,"x4pr2"
"lo2i8",5,2,NA,"ig94n",41,7,"s30fx"
"dr6sp",21,1,0,"kcg3b",NA,6,"kcg3b"
"g1w8z",24,2,3,"kcg3b",NA,5,"kcg3b"
"i7x49",48,2,3,"kcg3b",NA,2,"kcg3b"
"sab7n",18,1,NA,"h3bb7",58,5,"a3qog"
"i8of9",4,2,NA,"kcg3b",NA,NA,"kcg3b"
"i9pny",20,2,2,"kcg3b",NA,2,"kcg3b"
"jx836",25,1,NA,"spmmf",45,9,"fi37c"
"yai9s",33,1,8,"kcg3b",NA,3,"kcg3b"
"c8f2v",4,1,NA,"s8lkm",23,2,"h0rnk"
"r5v81",48,1,6,"kcg3b",NA,1,"kcg3b"
"kdz0f",17,2,NA,"yed8s",35,6,"kcg3b"
"y7aby",24,2,NA,"ur18t",42,4,"pebja"
"be7c2",22,1,NA,"kzl4s",41,4,"te0s9"
"hj2wi",2,1,NA,"bon8g",38,7,"ks4sd"
"psxfr",8,1,NA,"p4x6y",30,4,"ulvjc"
"floz2",18,2,NA,"kcg3b",NA,NA,"kcg3b"
"vpyy7",1,2,NA,"dl8vu",35,6,"h07c7"
"j0b22",9,2,NA,"gnaot",33,5,"an0vs"
"kj7uf",5,2,NA,"ur917",37,5,"kcg3b"
"fkjua",3,2,NA,"qo4rv",26,5,"r7y2n"
"jb4xs",12,2,NA,"kcg3b",NA,NA,"kcg3b"
"rqk5v",7,1,NA,"xk3tr",25,4,"d335d"
"qshv5",4,2,NA,"lj4q6",25,2,"onbp2"
"tewt8",15,2,NA,"j185m",38,6,"kcg3b"
"fvb28",21,2,1,"kcg3b",NA,5,"kcg3b"
"nutye",6,1,NA,"arq9r",25,4,"zul3a"
