"id","age","male","rs","idm","agem","rsm","idf"
"bqat2",2,2,NA,"qgrwg",35,4,"ep79t"
"uzo1b",24,2,2,"kcg3b",NA,5,"kcg3b"
"rweg7",9,1,NA,"u5sg5",34,3,"kcg3b"
"irbeo",13,1,NA,"oagyh",55,8,"fbpst"
"uk71i",4,2,NA,"ev0sj",21,3,"sfr15"
"bnghh",44,2,2,"kcg3b",NA,7,"kcg3b"
"s8tmi",29,2,2,"kcg3b",NA,5,"kcg3b"
"n18u4",25,1,NA,"be04c",51,9,"fu543"
"rxgm9",5,1,NA,"wbulh",41,4,"kcg3b"
"lpho8",12,2,NA,"aer39",32,7,"o1cqy"
"isdok",35,2,3,"kcg3b",NA,3,"kcg3b"
"wqkp6",18,2,NA,"kcg3b",NA,NA,"kcg3b"
"wuhxw",11,1,NA,"ex2q3",31,5,"kcg3b"
"t3dpt",7,1,NA,"l7jvz",27,4,"i8l3t"
"er6n7",7,2,NA,"kcg3b",NA,NA,"kcg3b"
"xzjhf",5,1,NA,"heysx",51,6,"b79cu"
"to5tt",29,2,0,"kcg3b",NA,5,"kcg3b"
"b72nf",27,2,NA,"f6tdg",59,6,"vspvg"
"i3h8g",8,2,NA,"lpl55",32,4,"kcg3b"
"cv4tn",59,2,9,"kcg3b",NA,1,"kcg3b"
"xqss3",15,2,NA,"hjd2d",43,4,"fjz65"
"sebk3",28,2,2,"kcg3b",NA,3,"kcg3b"
"d7i2v",20,2,1,"rn6jr",62,7,"kcg3b"
"iph1j",55,2,4,"kcg3b",NA,2,"kcg3b"
"v3odn",10,1,NA,"agmdw",37,3,"ma01v"
"blkg2",1,1,NA,"msk98",22,2,"p6tlf"
"o3ota",11,2,NA,"voi08",55,8,"kcg3b"
"kk6x2",19,2,1,"kcg3b",NA,3,"kcg3b"
"m0my7",16,2,NA,"wblg3",34,6,"aknfm"
"mefgv",47,2,3,"kcg3b",NA,NA,"kcg3b"
"uijey",33,1,2,"kcg3b",NA,6,"kcg3b"
"o1zlz",7,1,NA,"spuqz",32,4,"hzo83"
"agmdw",37,2,3,"kcg3b",NA,8,"kcg3b"
"lb0te",59,2,5,"kcg3b",NA,4,"kcg3b"
"ju83q",37,1,5,"kcg3b",NA,1,"kcg3b"
"u523w",1,2,NA,"gk4wm",24,1,"juxq0"
"othjs",27,1,2,"kcg3b",NA,7,"kcg3b"
"pq4tn",20,2,0,"kcg3b",NA,3,"kcg3b"
"vku6n",28,2,4,"kcg3b",NA,6,"kcg3b"
"peafa",6,2,NA,"q3imp",24,3,"kcg3b"
"wypcr",2,1,NA,"eouyo",31,3,"kcg3b"
"jd2yu",36,2,0,"kcg3b",NA,NA,"kcg3b"
"r7ldt",8,2,NA,"zxzcs",32,8,"yai9s"
"g827y",10,2,NA,"yxl5x",31,7,"kcg3b"
"fpgs1",10,1,NA,"o40tf",33,5,"kdbf1"
"f236h",13,2,NA,"fk15u",29,3,"gfymn"
"xcjhz",24,2,1,"kcg3b",NA,6,"kcg3b"
"kngal",14,1,NA,"lluda",34,1,"kcg3b"
"a61ar",24,2,5,"kcg3b",NA,NA,"kcg3b"
"o2e0c",11,2,NA,"h19zv",29,3,"k5n5z"
"jq78u",9,2,NA,"m7ifw",47,6,"r5v81"
"llt82",29,2,4,"kcg3b",NA,3,"kcg3b"
"fu1oe",10,2,NA,"cju1c",39,6,"owdep"
"u6pie",2,2,NA,"z06rz",24,2,"i55mq"
"akt6s",1,2,NA,"nhr4p",20,1,"poewv"
"ru2dh",11,2,NA,"wb1oh",31,4,"wr46e"
"ezi8x",55,1,3,"kcg3b",NA,2,"kcg3b"
"oh33x",6,1,NA,"fwrpd",27,5,"svqoy"
"gg8i6",17,2,1,"kcg3b",NA,4,"kcg3b"
"j3fen",2,1,NA,"qqagl",27,2,"hpwt8"
"llyhw",21,2,2,"kcg3b",NA,2,"kcg3b"
"deawd",9,2,NA,"ct4pq",30,2,"f8mih"
"dgrjc",4,2,NA,"sqvo6",32,5,"kcg3b"
"rk1sg",7,1,NA,"e2pig",23,4,"w2cow"
"xtsat",15,1,NA,"fn984",35,7,"kcg3b"
"b1kls",11,1,NA,"jj0h8",37,5,"eta2d"
"ofj7f",20,2,NA,"axpvd",54,5,"i0ohq"
"e74vo",59,1,4,"kcg3b",NA,4,"kcg3b"
"qkjyl",18,1,NA,"p7xd4",48,6,"kcg3b"
"a1hvd",3,2,NA,"wjdug",23,3,"ccnfj"
"nv877",4,1,NA,"jzxg9",30,2,"ah4ok"
"hvrrj",13,1,NA,"h0aeu",44,7,"niy6n"
"lim2h",14,1,NA,"jorn6",33,3,"kcg3b"
"lqepo",19,2,2,"kcg3b",NA,1,"kcg3b"
"jxitw",64,1,5,"kcg3b",NA,1,"kcg3b"
"xx7ra",10,1,NA,"cqj5q",31,6,"am39j"
"io2a0",49,2,0,"kcg3b",NA,NA,"kcg3b"
"wamm2",8,1,NA,"u4wl5",32,1,"kcg3b"
"wf316",22,2,NA,"orm3a",57,7,"kcg3b"
"x4ma7",15,1,NA,"sfik4",39,8,"c63zt"
"b9f39",6,2,NA,"ndpan",35,3,"wde5j"
"elizu",9,2,NA,"f5s95",27,3,"kcg3b"
"xwq79",3,1,NA,"jm5db",19,2,"rmpy6"
"pv1xv",5,2,NA,"pmgbh",45,6,"qqx6b"
"ylidn",5,1,NA,"esl0z",34,8,"szvgy"
"jjyux",3,2,NA,"dl8vu",35,6,"h07c7"
"oc6jj",13,1,NA,"i7x49",48,3,"kcg3b"
"nd8mu",45,2,5,"kcg3b",NA,4,"kcg3b"
"xj1dx",23,1,NA,"bpne2",61,7,"kcg3b"
"r1wod",51,2,7,"kcg3b",NA,5,"kcg3b"
"d5tr8",34,2,5,"gb0tz",49,6,"kcg3b"
"lh0nu",39,2,4,"kcg3b",NA,2,"kcg3b"
"e0ura",13,2,NA,"m78bw",44,4,"w66db"
"lnpix",5,2,NA,"sngi4",41,5,"rar1p"
"cs1an",27,1,1,"kcg3b",NA,1,"kcg3b"
"k8hfg",11,1,NA,"sngi4",41,5,"rar1p"
"cz45k",37,1,2,"kcg3b",NA,6,"kcg3b"
"wmeaj",1,2,NA,"ojts3",25,2,"gcr1m"
"h27w0",39,2,5,"kcg3b",NA,NA,"kcg3b"
"yzqfz",20,1,NA,"wetlk",48,5,"kcg3b"
"qg5qx",12,2,NA,"qlbif",33,3,"f8ems"
"g81ap",10,2,NA,"cg2bb",29,4,"sm3gd"
"meyax",13,2,NA,"xemvh",55,7,"q36dw"
"nl88e",40,1,4,"kcg3b",NA,3,"kcg3b"
"x8xf4",21,2,0,"kcg3b",NA,3,"kcg3b"
"lwhce",23,2,NA,"jx80k",58,3,"kcg3b"
"q35kn",25,1,0,"kcg3b",NA,6,"kcg3b"
"acl13",1,1,NA,"tjn6j",21,1,"gwt75"
"eszum",23,2,3,"kcg3b",NA,7,"kcg3b"
"xyw7v",0,2,NA,"odzfd",27,3,"h5xzo"
"zz16g",19,1,NA,"bhvre",59,4,"kcg3b"
"etgey",43,2,9,"kcg3b",NA,6,"kcg3b"
"ahq2e",67,2,3,"kcg3b",NA,5,"kcg3b"
"xsky7",3,2,NA,"bpnev",27,2,"zda38"
"sbetk",14,1,NA,"fxdrr",-2,5,"kcg3b"
"rjcia",19,2,1,"kcg3b",NA,5,"kcg3b"
"dqlhb",16,1,NA,"kf7mx",41,7,"v0xee"
"z436s",1,2,NA,"wblg3",34,6,"aknfm"
"l0utl",77,2,1,"kcg3b",NA,2,"kcg3b"
"gx7ct",14,2,NA,"v2bbd",36,1,"kcg3b"
"yams6",13,1,NA,"jomj7",34,6,"lutzd"
"wsl48",12,1,NA,"txsqw",51,8,"yow8h"
"inihw",21,2,1,"kcg3b",NA,4,"kcg3b"
"speio",18,2,NA,"d69iw",41,5,"kcg3b"
"d9id3",32,1,4,"kcg3b",NA,1,"kcg3b"
"walf8",30,2,5,"kcg3b",NA,2,"kcg3b"
"ane8c",6,2,NA,"dp68k",24,5,"hl77h"
"kg8rr",1,1,NA,"xvfp9",30,3,"h5mtj"
"h3ut5",23,2,NA,"ahuz3",45,6,"kcg3b"
"seuts",9,2,NA,"x9urh",38,8,"mult9"
"tp905",29,1,2,"kcg3b",NA,5,"kcg3b"
"ifqrp",21,2,1,"kcg3b",NA,6,"kcg3b"
"wni9p",4,2,NA,"n5iwh",23,3,"gszjr"
"u5sg5",34,2,3,"kcg3b",NA,6,"kcg3b"
"wfaho",2,1,NA,"y5mfj",46,9,"vgthu"
"jfdj2",19,1,NA,"xr5tq",38,4,"kcg3b"
"f4i03",0,1,NA,"m2qml",21,2,"o6qis"
"n8924",1,1,NA,"byxxg",40,7,"j2dcv"
"k7na6",14,2,NA,"qqvrn",40,9,"kcg3b"
"k7fvw",38,1,3,"kcg3b",NA,4,"kcg3b"
"nqujw",35,2,6,"kcg3b",NA,4,"kcg3b"
"n6qga",23,1,NA,"puyh4",49,4,"kcg3b"
"e3hqa",19,1,NA,"lgm75",42,6,"fsfpt"
"sz2f8",3,1,NA,"zxknm",26,3,"cgkjj"
"svfii",18,2,NA,"fc8rp",35,7,"kcg3b"
"q893z",37,2,8,"kcg3b",NA,5,"kcg3b"
"wja14",5,1,NA,"d4jej",44,7,"kcg3b"
"xizvx",12,1,NA,"lc8pt",35,7,"uv0tj"
"dctyz",37,1,1,"kcg3b",NA,2,"kcg3b"
"gwt75",28,1,1,"kcg3b",NA,4,"kcg3b"
"wu3gy",58,2,2,"kcg3b",NA,1,"kcg3b"
"n4ivr",18,2,0,"kcg3b",NA,5,"kcg3b"
"gki1z",16,1,NA,"j798z",33,5,"j798z"
"n6ie9",35,1,5,"kcg3b",NA,8,"kcg3b"
"mdqk8",1,2,NA,"vuvbs",28,2,"aq3rb"
"xmvo8",38,2,8,"kcg3b",NA,4,"kcg3b"
"ivf7r",9,2,NA,"esl0z",34,8,"szvgy"
"bryg0",12,1,NA,"ujdta",37,7,"kcg3b"
"ibrx9",28,1,1,"gyc46",47,8,"kcg3b"
"dojlm",3,1,NA,"avq22",20,1,"mazoh"
"rdgyi",25,1,NA,"bpne2",61,7,"kcg3b"
"ygp58",33,1,NA,"c4t42",69,5,"n0f5z"
"ylcke",18,2,1,"xmvo8",38,8,"kcg3b"
"cl8ta",16,2,1,"kcg3b",NA,4,"kcg3b"
"xyffc",21,1,NA,"n54ep",65,9,"kcg3b"
"d9dep",16,2,NA,"f2txn",41,10,"kcg3b"
"jvb31",19,2,0,"kcg3b",NA,3,"kcg3b"
"qtgbu",3,1,NA,"fz7z6",19,1,"t2j9b"
"jkpfc",24,2,4,"axpvd",54,5,"kcg3b"
"cmaep",33,2,5,"kcg3b",NA,3,"kcg3b"
"yo5c9",47,2,5,"kcg3b",NA,4,"kcg3b"
"zvm9b",1,1,NA,"b5eov",34,5,"xat80"
"i5wtd",25,2,3,"kcg3b",NA,2,"kcg3b"
"p84tg",9,2,NA,"yc2fo",33,1,"nyl8o"
"ycn98",37,1,6,"kcg3b",NA,6,"kcg3b"
"twxcl",27,2,1,"kcg3b",NA,7,"kcg3b"
"davwj",6,2,NA,"sjdkw",31,3,"y8k5e"
"blzwo",1,1,NA,"ubakt",18,1,"kcg3b"
"n2n3o",32,2,0,"kcg3b",NA,3,"kcg3b"
"uxl5g",9,2,NA,"wwz0m",31,4,"kcg3b"
"huygv",60,2,3,"kcg3b",NA,NA,"kcg3b"
"ymlmf",16,1,NA,"kcg3b",NA,NA,"kcg3b"
"kyjod",0,2,NA,"q893z",37,8,"aa1cm"
"sar5m",8,2,NA,"ndpan",35,3,"wde5j"
"z5mgg",2,1,NA,"jlhjt",20,2,"chu12"
"j4ccd",23,2,2,"kcg3b",NA,7,"kcg3b"
"non0a",9,1,NA,"t6jn8",25,3,"kcg3b"
"zwx6g",47,1,5,"kcg3b",NA,5,"kcg3b"
"yre1k",16,2,NA,"mcbhb",48,7,"a4fdc"
"iqh9d",19,2,NA,"sowom",57,6,"y9xjd"
"tt1wl",51,2,3,"kcg3b",NA,NA,"kcg3b"
"sc8k9",28,1,1,"kcg3b",NA,2,"kcg3b"
"om48i",3,2,NA,"hu3pv",22,3,"jadl3"
"k0rg5",27,1,1,"tjkzz",60,6,"nltzg"
"sirfq",2,1,NA,"b2kqi",25,4,"dhhwk"
"vex7l",47,2,4,"kcg3b",NA,1,"kcg3b"
"h2h97",23,2,3,"kcg3b",NA,8,"kcg3b"
"fwbbc",12,2,NA,"zxzcs",32,8,"yai9s"
"l7xw6",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"fpk4t",11,1,NA,"xmvo8",38,8,"kcg3b"
"vjer9",39,1,5,"kcg3b",NA,2,"kcg3b"
"smz93",18,1,NA,"a3tqm",40,8,"m9ef0"
"i8xdm",21,1,NA,"gb0tz",49,6,"kcg3b"
"c12g0",28,1,0,"kcg3b",NA,8,"kcg3b"
"rfrng",13,1,NA,"o40tf",33,5,"kdbf1"
"t87ph",16,1,NA,"yke3d",39,5,"kcg3b"
"jmgtc",21,2,0,"kcg3b",NA,8,"kcg3b"
"kx2h6",3,2,NA,"l9l6o",22,1,"kcg3b"
"tqygl",4,2,NA,"s8lkm",23,2,"h0rnk"
"zcxi9",14,2,NA,"fq6cl",34,4,"s55fi"
"xwdx4",25,1,1,"kcg3b",NA,3,"kcg3b"
"cr0pr",17,2,NA,"vwi61",37,4,"kcg3b"
"d7htc",18,1,NA,"oh9wx",43,6,"kcg3b"
"mby1q",3,1,NA,"tcnxg",34,6,"ix3mp"
"snf5x",7,1,NA,"kcg3b",NA,NA,"kcg3b"
"uqrgl",4,1,NA,"z06rz",24,2,"i55mq"
"psszm",0,1,NA,"lyv9y",21,2,"c41e4"
"rfkbc",33,1,2,"kcg3b",NA,1,"kcg3b"
"wzxmt",16,1,NA,"kcg3b",NA,NA,"kcg3b"
"yghjt",14,1,NA,"kcg3b",NA,NA,"kcg3b"
"h1dji",15,2,NA,"q4chh",55,8,"iark3"
"lbvws",10,1,NA,"b2mpg",32,5,"kcg3b"
"spjou",15,1,NA,"fdpzt",28,3,"w13x4"
"csgvc",38,1,4,"kcg3b",NA,1,"kcg3b"
"gswt5",2,2,NA,"a3fyi",18,2,"di3qn"
"y9o1v",4,2,NA,"v3z80",31,4,"kcg3b"
"uiogx",10,1,NA,"jdvev",50,5,"jk5z2"
"a3p9h",6,1,NA,"tjne9",40,9,"cctnd"
"y5blg",23,1,NA,"mcbhb",48,7,"a4fdc"
"m8v2k",11,2,NA,"e9ivo",50,5,"kcg3b"
"oqwve",65,1,2,"kcg3b",NA,2,"kcg3b"
"w76cl",26,1,2,"kcg3b",NA,NA,"kcg3b"
"eav1o",20,2,1,"kcg3b",NA,3,"kcg3b"
"h5mtj",36,1,3,"kcg3b",NA,3,"kcg3b"
"i63xq",6,2,NA,"k1xpf",25,2,"kcg3b"
"iho40",9,2,NA,"vjtwb",37,7,"kcg3b"
"c0q5i",5,2,NA,"b2kqi",25,4,"dhhwk"
"otyls",9,2,NA,"z0any",35,6,"wnguu"
"m4xou",2,2,NA,"zbq40",31,4,"m3s54"
"ulgbv",15,1,NA,"bnghh",44,2,"kcg3b"
"nq4gb",2,1,NA,"v70ci",25,5,"u21f1"
"pnebc",7,2,NA,"wblg3",34,6,"aknfm"
"s5cl3",27,2,1,"kcg3b",NA,7,"kcg3b"
"dcni9",9,2,NA,"dk0yx",41,4,"dyija"
"lqxh3",49,1,5,"kcg3b",NA,2,"kcg3b"
"x4x6e",17,1,NA,"bhvre",59,4,"kcg3b"
"elea0",26,2,3,"kcg3b",NA,3,"kcg3b"
"i8v2u",5,1,NA,"fem97",29,3,"vwgz7"
"f0fsi",20,2,NA,"gitgd",41,5,"kcg3b"
"k2ld9",5,1,NA,"vlyuy",33,4,"kcg3b"
"gpfxf",16,1,NA,"si22y",33,3,"ghhn9"
"adns7",0,1,NA,"lpl55",32,4,"kcg3b"
"er6ky",18,1,NA,"f2txn",41,10,"kcg3b"
"ucepf",29,1,NA,"k9j6s",51,4,"e74vo"
"cdm3t",15,1,NA,"wj6w8",49,6,"kcg3b"
"v7ead",23,1,0,"kcg3b",NA,1,"kcg3b"
"kr4q8",14,2,NA,"wn5rh",38,5,"kcg3b"
"ynnlu",49,2,5,"qmanj",68,5,"kcg3b"
"xmnlu",3,2,NA,"zr5mh",32,5,"kcg3b"
"qhcmi",29,1,0,"kcg3b",NA,1,"kcg3b"
"qpkiu",40,2,5,"kcg3b",NA,2,"kcg3b"
"q6ay3",32,2,3,"kcg3b",NA,3,"kcg3b"
"fnml7",1,2,NA,"elea0",26,3,"kcg3b"
"m5d9y",5,2,NA,"dl8vu",35,6,"h07c7"
"ltyge",18,2,0,"kcg3b",NA,10,"kcg3b"
"vfxby",16,2,NA,"gxdj3",46,7,"gu19v"
"x41eb",10,2,NA,"kcg3b",NA,NA,"kcg3b"
"ooygo",28,1,2,"dfc3d",61,6,"kcg3b"
"jx6fb",16,2,NA,"z7y5w",39,5,"kcg3b"
"k8rtw",1,1,NA,"q4gkh",23,3,"iwevn"
"vz03v",35,1,1,"kcg3b",NA,3,"kcg3b"
"ni3q2",19,2,0,"kcg3b",NA,5,"kcg3b"
"b1uqt",29,2,1,"kcg3b",NA,NA,"kcg3b"
"ldi1u",7,2,NA,"s8tmi",29,2,"uijey"
"nub7y",23,2,2,"kcg3b",NA,5,"kcg3b"
"tibs4",1,2,NA,"nhuq8",27,4,"kcg3b"
"vdpxo",43,1,4,"kcg3b",NA,8,"kcg3b"
"nbx4f",3,2,NA,"ul9we",24,1,"f0jw2"
"sgbe2",10,1,NA,"iccqv",31,3,"kcg3b"
"t6r4k",8,1,NA,"x7tg3",44,7,"bm9ex"
"oswqd",37,2,7,"kcg3b",NA,1,"kcg3b"
"np1ok",17,2,NA,"z3ws6",36,6,"kcg3b"
"a2vgl",7,2,NA,"gsuuh",39,5,"kcg3b"
"obi9g",13,1,NA,"spmmf",45,9,"fi37c"
"u36ys",22,2,4,"kcg3b",NA,4,"kcg3b"
"jev5t",24,1,0,"kcg3b",NA,3,"kcg3b"
"li7l3",2,1,NA,"d255m",23,2,"f2lir"
"pwj4k",7,2,NA,"cfh19",41,6,"kcg3b"
"kzcqh",1,1,NA,"vn5x9",29,2,"gzaqu"
"kc6l5",7,1,NA,"sqvo6",32,5,"kcg3b"
"zpntm",0,2,NA,"pgjdl",33,5,"hwcm8"
"pg98y",20,2,1,"kcg3b",NA,7,"kcg3b"
"y5h70",62,1,5,"kcg3b",NA,3,"kcg3b"
"ey8nu",3,1,NA,"xw6ps",22,3,"kcg3b"
"fcthj",20,1,NA,"hi01q",68,4,"kcg3b"
"l294d",19,2,NA,"yr2w2",37,5,"tjk9x"
"wy0xc",0,1,NA,"a61ar",24,5,"kcg3b"
"do8h0",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"avvdp",25,2,1,"kcg3b",NA,7,"kcg3b"
"akyut",17,2,NA,"wcb6e",58,12,"gpb1d"
"u6m6k",18,2,1,"kcg3b",NA,9,"kcg3b"
"lwynm",9,2,NA,"xk3tr",25,4,"d335d"
"sfpti",14,2,NA,"wn5rh",38,5,"kcg3b"
"y869u",14,1,NA,"i1216",37,6,"zqza4"
"bzqr4",18,2,NA,"yo5c9",47,5,"gpka5"
"c1csh",40,2,6,"kcg3b",NA,4,"kcg3b"
"g2td6",6,2,NA,"x8dxb",31,6,"h34je"
"amy6y",22,1,0,"kcg3b",NA,3,"kcg3b"
"kho44",22,1,NA,"a9618",55,4,"kcg3b"
"ggj8y",33,2,3,"kcg3b",NA,1,"kcg3b"
"g30ay",7,1,NA,"xmvo8",38,8,"kcg3b"
"d2ueo",7,2,NA,"imhmw",30,7,"rbgxs"
"fd1t8",11,1,NA,"iakqz",28,3,"kcg3b"
"dw2lb",30,2,3,"kcg3b",NA,3,"kcg3b"
"t0lre",5,2,NA,"zxgex",21,3,"z43dg"
"v9216",37,1,5,"kcg3b",NA,3,"kcg3b"
"niy6n",49,1,7,"kcg3b",NA,6,"kcg3b"
"lfpb5",3,2,NA,"wmotz",32,6,"kblj7"
"t0f48",13,2,NA,"o2zab",34,3,"kcg3b"
"s7jki",15,1,NA,"o7qw9",48,9,"mhweu"
"ddub0",14,2,NA,"aa1dy",40,4,"kcg3b"
"juboz",33,1,4,"kcg3b",NA,2,"kcg3b"
"zfzdm",14,1,NA,"bk83p",32,5,"kcg3b"
"nofle",28,1,2,"kcg3b",NA,4,"kcg3b"
"esipk",25,2,3,"gtl46",56,3,"kcg3b"
"n9o3h",23,2,2,"kcg3b",NA,NA,"kcg3b"
"c7uom",19,1,NA,"h0aeu",44,7,"niy6n"
"u12jq",17,2,0,"h35bn",47,4,"kcg3b"
"vg0tx",49,2,2,"kcg3b",NA,5,"kcg3b"
"luumm",9,1,NA,"lwocb",33,4,"d9uzo"
"fq6cl",34,2,4,"kcg3b",NA,7,"kcg3b"
"ljyjq",7,1,NA,"bqpqm",27,6,"kcg3b"
"pfks5",52,1,8,"kcg3b",NA,3,"kcg3b"
"ded9w",7,2,NA,"bebdd",52,6,"kcg3b"
"sak24",22,1,1,"kcg3b",NA,5,"kcg3b"
"p2rb0",10,1,NA,"npdzg",35,5,"w2obr"
"xqggt",13,2,NA,"xmvo8",38,8,"kcg3b"
"d8bgg",67,2,4,"kcg3b",NA,4,"kcg3b"
"ccnfj",27,1,3,"kcg3b",NA,3,"kcg3b"
"ff9i5",16,1,NA,"zxzcs",32,8,"yai9s"
"i7911",18,1,NA,"ho947",54,6,"kcg3b"
"bbmei",13,2,NA,"tcnxg",34,6,"ix3mp"
"d2we3",16,1,NA,"h7wyg",34,4,"vmhjw"
"t86b1",1,2,NA,"walf8",30,5,"kcg3b"
"f41jp",16,1,NA,"hj26a",37,5,"kcg3b"
"nsjjd",49,1,5,"kcg3b",NA,7,"kcg3b"
"k9eri",11,2,NA,"ay1i7",32,7,"kcg3b"
"bjtc7",0,1,NA,"hw0oc",21,2,"o86ny"
"ootbg",4,2,NA,"axg7r",26,3,"kcg3b"
"sbzta",31,1,4,"kcg3b",NA,4,"kcg3b"
"nxnto",64,2,2,"kcg3b",NA,1,"kcg3b"
"hxuul",3,1,NA,"c0ajf",25,2,"zax0z"
"xw21e",18,2,NA,"kcg3b",NA,NA,"kcg3b"
"ahl1y",10,2,NA,"vm4rv",36,4,"kcg3b"
"zm8jo",35,1,0,"kcg3b",NA,NA,"kcg3b"
"y0k9x",8,1,NA,"b2mpg",32,5,"kcg3b"
"htv8r",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"z1ror",-2,1,NA,"kcg3b",NA,NA,"kcg3b"
"a4fdc",52,1,7,"kcg3b",NA,5,"kcg3b"
"wkbfw",10,1,NA,"pjeve",44,5,"sj9fo"
"sbr58",29,1,NA,"llf6k",54,2,"kcg3b"
"oifwh",14,1,NA,"g0x5g",35,6,"lwjty"
"it8g5",13,2,NA,"k9hxl",33,5,"ld42k"
"o1d2d",31,2,2,"dvm1z",53,4,"umqdy"
"koihx",5,1,NA,"bk83p",32,5,"kcg3b"
"kzs98",37,2,3,"kcg3b",NA,5,"kcg3b"
"xat80",39,1,5,"kcg3b",NA,4,"kcg3b"
"il9gr",2,2,NA,"vlg24",47,9,"kcg3b"
"w27hb",0,1,NA,"jlhjt",20,2,"chu12"
"gswe2",26,1,1,"kcg3b",NA,4,"kcg3b"
"oa2tx",33,2,5,"kcg3b",NA,4,"kcg3b"
"mbc7z",33,2,0,"kcg3b",NA,5,"kcg3b"
"z83gc",1,1,NA,"j1dz5",31,5,"cxh84"
"h33x5",10,1,NA,"lda20",36,1,"aqd1q"
"uw9bq",13,1,NA,"isdok",35,3,"nfazu"
"rsmcq",37,2,3,"kcg3b",NA,5,"kcg3b"
"vxs14",1,1,NA,"u36ys",22,4,"zohlh"
"wygdc",4,2,NA,"z1iym",29,4,"uxmml"
"p9ccc",34,1,1,"kcg3b",NA,2,"kcg3b"
"xvl7e",17,1,NA,"e7z4g",39,4,"nl88e"
"d4o1j",6,2,NA,"skt6p",32,4,"py22o"
"vjgiv",22,1,NA,"kozga",53,6,"mp7fe"
"p79oh",14,1,NA,"qlbif",33,3,"f8ems"
"cbdhy",31,2,4,"kcg3b",NA,5,"kcg3b"
"ysvx1",0,1,NA,"j78zo",25,2,"tcvvc"
"spuqz",32,2,4,"kcg3b",NA,7,"kcg3b"
"trnfn",1,2,NA,"wmotz",32,6,"kblj7"
"jo4m7",5,2,NA,"kcg3b",NA,NA,"kcg3b"
"bt79h",3,1,NA,"ykyxu",26,1,"d5lcs"
"kayye",1,1,NA,"sdga3",23,2,"dz1eh"
"gst3v",13,1,NA,"jpj72",28,6,"zb5sj"
"f3m51",6,2,NA,"lc8pt",35,7,"uv0tj"
"p8ccf",11,2,NA,"zwt2q",24,5,"csszb"
"fbpst",57,1,8,"kcg3b",NA,11,"kcg3b"
"lb8g0",20,2,NA,"v7v97",39,6,"h81q9"
"i7zhw",6,2,NA,"pxrq4",37,4,"kcg3b"
"iccqv",31,2,3,"kcg3b",NA,3,"kcg3b"
"ti5wn",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"thqma",5,2,NA,"x5w00",22,4,"rhxcd"
"ihzva",4,2,NA,"wr8b6",33,5,"rf0rk"
"brnq1",0,1,NA,"olpat",20,2,"ux3a9"
"k2l7i",21,1,NA,"vlg24",47,9,"kcg3b"
"vtvo1",11,1,NA,"jjr0u",31,7,"kcg3b"
"d6pfd",0,1,NA,"nqujw",35,6,"ycn98"
"w23tk",18,1,NA,"axpvd",54,5,"i0ohq"
"ji95s",33,1,2,"h8a30",55,7,"kxvau"
"aspym",21,1,0,"kcg3b",NA,10,"kcg3b"
"tsg8p",10,2,NA,"vyblk",25,2,"njaul"
"m7c7p",13,1,NA,"wpu8y",53,7,"kcg3b"
"oo5l5",10,1,NA,"aer39",32,7,"o1cqy"
"lt1d0",23,2,2,"kcg3b",NA,5,"kcg3b"
"dqtg1",21,1,1,"kcg3b",NA,7,"kcg3b"
"b14qg",2,1,NA,"pipft",26,1,"kcg3b"
"irvad",74,2,1,"kcg3b",NA,2,"kcg3b"
"j8rx7",15,1,NA,"gyg5c",52,5,"oyamp"
"wblg3",34,2,6,"kcg3b",NA,2,"kcg3b"
"rqbpo",0,1,NA,"vlg24",47,9,"kcg3b"
"mi85s",1,1,NA,"hlabv",30,4,"jrdzb"
"u9d69",2,1,NA,"ny50p",30,5,"z70q4"
"kecwr",0,1,NA,"zon3h",21,4,"elimq"
"rfbu2",26,1,NA,"fq130",44,6,"kcg3b"
"iark3",62,1,8,"kcg3b",NA,1,"kcg3b"
"r2nz2",23,1,NA,"r4t1b",35,3,"kcg3b"
"txh5b",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"uawt5",13,2,NA,"o1de7",30,4,"w644i"
"yrn5u",0,1,NA,"fwrpd",27,5,"svqoy"
"vn5x9",29,2,2,"kcg3b",NA,5,"kcg3b"
"bgzjs",0,2,NA,"elz23",21,1,"jugqi"
"yj61b",61,1,6,"kcg3b",NA,5,"kcg3b"
"soqas",45,2,3,"kcg3b",NA,2,"kcg3b"
"bbole",3,2,NA,"vlyuy",33,4,"kcg3b"
"p5jr8",17,1,NA,"y35hy",55,3,"jbxb4"
"qnrfm",21,2,2,"ujdta",37,7,"kcg3b"
"p1e5q",24,2,1,"kcg3b",NA,7,"kcg3b"
"c9e49",9,1,NA,"xzsln",46,6,"mkvgm"
"gmdxo",12,1,NA,"u1via",36,6,"kcg3b"
"e27wi",27,1,0,"kcg3b",NA,NA,"kcg3b"
"lda20",36,2,1,"kcg3b",NA,1,"kcg3b"
"sjdkw",31,2,3,"kcg3b",NA,5,"kcg3b"
"yztl8",19,1,NA,"spmmf",45,9,"fi37c"
"uovfn",10,2,NA,"ed41u",34,6,"r23ki"
