"mainsub","relathh","male","age","hhgardsize","agem","gardsizem"
1,1,2,61,2.5,NA,NA
1,5,2,5,2,25,2
1,5,2,11,3,30,3
4,2,2,26,NA,NA,NA
1,1,1,34,1,NA,NA
1,6,1,2,3,38,3
1,6,1,0,2,25,2
1,2,2,37,2,NA,NA
1,2,2,23,2,NA,NA
1,1,1,30,3,NA,NA
6,6,1,23,1.5,44,1.5
1,1,2,30,2,NA,NA
1,6,1,6,3,39,3
6,6,1,0,NA,23,NA
1,1,2,25,1.5,NA,NA
1,5,2,2,2,27,2
1,1,1,34,2,NA,NA
3,2,2,39,NA,NA,NA
6,5,2,20,NA,49,NA
1,6,1,6,3,33,3
1,5,2,15,2,35,2
1,5,2,12,2.5,44,2.5
4,1,2,41,NA,NA,NA
6,6,1,16,2,38,2
1,2,2,35,4,NA,NA
1,2,2,27,2,NA,NA
1,6,1,3,4,21,4
1,5,2,0,1,27,1
1,5,2,3,3,21,3
1,6,1,14,2,46,2
1,5,2,16,3.5,47,3.5
1,2,2,22,3.5,NA,NA
1,2,2,20,3.25,NA,NA
1,5,2,7,4,29,4
1,2,2,27,2,NA,NA
1,6,1,17,4,49,4
1,1,1,49,2,NA,NA
1,5,2,14,2,48,2
1,6,1,15,3,44,3
1,5,2,3,2,23,2
1,6,1,18,3.5,42,3.5
7,1,2,35,NA,NA,NA
1,2,2,30,4.5,NA,NA
1,5,2,8,1,32,1
1,2,2,25,1.5,NA,NA
1,6,1,1,1,37,1
1,2,2,24,2,NA,NA
1,5,2,5,1,23,1
1,6,1,3,2,29,2
1,2,2,35,2,NA,NA
1,6,1,5,7,27,7
1,2,2,21,1,NA,NA
1,5,2,12,1.5,NA,NA
1,5,2,21,4.5,45,4.5
1,1,1,48,2,NA,NA
1,1,1,33,4,NA,NA
1,6,1,3,2,25,2
1,6,1,6,6,33,6
1,5,2,14,2,44,2
1,1,2,32,1,NA,NA
1,6,1,16,2.5,33,2.5
1,6,1,13,2.5,31,2.5
1,5,2,1,1.5,28,1.5
4,1,1,65,NA,NA,NA
1,2,2,35,6.5,NA,NA
1,6,1,9,2.5,32,2.5
1,1,1,61,3.5,NA,NA
1,5,2,0,2,25,2
1,5,2,5,1,37,1
1,6,1,0,3,25,3
4,1,1,38,NA,NA,NA
1,1,1,61,4.5,NA,NA
1,2,2,28,2,NA,NA
1,1,2,29,1.5,NA,NA
1,6,1,3,1.5,26,1.5
1,6,1,1,4.5,19,4.5
1,6,1,5,1.5,20,1.5
1,6,1,25,2,41,2
1,6,1,18,1,43,1
1,1,2,49,2,NA,NA
1,1,2,63,3,NA,NA
1,1,2,33,4,NA,NA
1,5,2,17,1,34,1
1,6,1,14,3.5,41,3.5
1,34,2,17,3.5,37,3.5
1,17,2,2,3,NA,NA
1,6,1,1,2,21,2
1,5,2,10,2,37,2
1,1,1,28,1.5,NA,NA
1,6,1,1,2,39,2
1,1,2,21,2,NA,NA
1,1,1,29,2,NA,NA
5,1,1,25,NA,NA,NA
1,1,1,68,6,NA,NA
1,6,1,47,5,77,5
1,18,1,6,3,NA,NA
1,1,1,27,5.5,NA,NA
1,6,1,18,4,43,4
1,2,2,18,2,NA,NA
1,1,1,21,2,NA,NA
1,5,2,15,2.5,31,2.5
1,2,2,30,1,NA,NA
1,1,2,35,2,NA,NA
1,6,1,13,3,31,3
1,2,2,45,8,NA,NA
1,2,2,31,3,NA,NA
4,2,2,55,NA,NA,NA
1,1,1,31,2,NA,NA
1,2,2,33,1.5,NA,NA
1,2,2,29,2,NA,NA
1,1,1,25,2,59,2
1,5,2,10,5,36,5
1,1,2,31,2.5,62,4
1,5,2,0,2,37,2
1,5,2,0,2,30,2
1,5,2,21,2,37,2
5,6,1,7,NA,32,NA
1,6,1,4,2.5,44,2.5
1,1,2,47,1.5,NA,NA
1,1,2,55,1,76,4
1,5,2,17,2,31,2
1,6,1,8,3.5,49,3.5
1,1,1,47,2,NA,NA
1,1,1,29,4,NA,NA
1,2,2,20,5,NA,NA
1,1,1,50,2.5,NA,NA
4,6,1,15,NA,NA,NA
1,6,1,25,4,57,4
1,2,2,25,2,NA,NA
1,5,2,16,2,34,2
1,5,2,8,2,28,2
1,5,2,10,1.5,35,1.5
1,5,2,9,3,33,3
1,6,1,10,2.5,46,2.5
1,5,2,20,2,40,2
1,5,2,7,1,28,1
1,5,2,14,2.5,29,2.5
1,1,1,39,1.5,NA,NA
1,2,2,32,2,NA,NA
1,1,1,27,2.5,NA,NA
1,5,2,12,3.5,32,3.5
1,1,2,32,2,NA,NA
1,5,2,4,3,21,3
1,1,1,33,2.5,NA,NA
1,1,1,48,6.5,NA,NA
1,5,2,1,1,23,1
1,5,2,10,4,31,4
1,5,2,0,1,26,1
1,2,2,19,2,NA,NA
1,5,2,15,3,55,3
1,1,1,36,1,NA,NA
1,5,2,6,2,34,2
1,6,1,4,1,20,1
1,5,2,1,2,21,2
1,1,1,40,2,NA,NA
1,2,2,22,1.5,44,2.5
1,5,2,1,3,32,3
1,1,1,36,1.5,NA,NA
1,1,1,29,1.5,NA,NA
1,7,2,11,2,NA,NA
1,1,2,50,1.5,NA,NA
1,5,2,1,1,37,1
1,5,2,4,3,33,3
1,1,1,32,3,NA,NA
1,6,1,7,7,27,7
3,35,1,11,NA,31,NA
1,6,1,4,5,39,5
1,1,1,39,2,NA,NA
1,2,2,73,3,NA,NA
7,34,2,10,NA,43,NA
1,6,1,23,2,49,2
1,2,2,43,2,NA,NA
3,5,2,14,NA,29,NA
1,5,2,23,3,51,3
1,2,2,55,2.5,NA,NA
7,1,1,27,NA,NA,NA
1,2,2,25,2,NA,NA
1,1,2,52,2,NA,NA
1,6,1,14,5,39,5
