"mainsub","relathh","male","age","hhgardsize","agem","gardsizem"
1,1,1,62,2.5,NA,NA
NA,6,1,4,NA,29,NA
1,5,2,7,2.5,33,2.5
3,2,2,17,NA,NA,NA
1,5,2,2,1.5,23,1.5
1,6,1,27,3,51,3
1,1,1,32,1,NA,NA
7,1,2,26,NA,NA,NA
1,5,2,7,2,41,2
1,1,2,32,4,NA,NA
1,1,2,48,3,NA,NA
1,2,2,47,3,NA,NA
1,2,2,17,1,47,2
1,1,1,34,2,NA,NA
6,22,1,21,18,NA,NA
1,1,1,39,2.5,NA,NA
1,5,2,6,2,36,2
1,18,1,-2,1,NA,NA
1,6,1,5,5,34,5
1,5,2,0,5.5,23,5.5
6,47,2,17,1.5,NA,NA
1,5,2,5,3.5,22,3.5
1,5,2,8,0.5,31,0.5
1,2,2,53,2,NA,NA
1,1,1,27,2,NA,NA
4,6,1,5,NA,23,NA
1,6,1,18,1,47,1
1,6,1,23,0.5,68,0.5
1,5,2,0,1.5,23,1.5
1,6,1,0,2,34,2
1,2,2,25,1.5,NA,NA
1,5,2,12,3,40,3
1,2,2,55,3,NA,NA
1,2,2,24,4,NA,NA
1,1,1,57,8,NA,NA
6,2,2,27,3,NA,NA
3,1,1,33,NA,NA,NA
1,1,1,25,1,NA,NA
1,5,2,4,2,25,2
1,5,2,11,4,NA,NA
1,6,1,6,3,33,3
1,5,2,10,2,37,2
1,5,2,18,5,35,5
1,1,1,39,5.5,NA,NA
1,2,2,38,3,NA,NA
4,6,1,5,NA,41,NA
1,6,1,3,1.5,24,1.5
1,2,2,35,4,NA,NA
1,5,2,8,1.5,30,1.5
1,1,1,82,0.5,NA,NA
1,6,1,12,2,41,2
1,1,1,23,2,NA,NA
1,2,2,22,1,NA,NA
1,6,1,22,3,41,3
1,5,2,16,1.5,32,1.5
1,35,1,15,5,52,5
1,1,2,37,2,31,2
1,2,2,33,2.75,NA,NA
1,6,1,5,4,45,4
1,5,2,5,3,41,3
1,1,1,30,1.5,NA,NA
7,34,2,18,NA,43,NA
1,2,2,35,5,NA,NA
1,5,2,6,0.25,32,0.25
1,1,1,63,2,NA,NA
1,5,2,23,2,49,2
1,6,1,18,2,54,2
1,6,1,0,6,35,6
1,2,2,55,6.5,NA,NA
1,6,1,11,1.5,38,1.5
1,2,2,24,1.5,NA,NA
1,5,2,5,1,27,1
6,5,2,14,NA,37,NA
1,1,2,37,1,NA,NA
1,1,1,63,2,NA,NA
1,1,1,39,1,NA,NA
1,1,1,31,3,NA,NA
1,1,2,29,1,NA,NA
1,6,1,7,1,23,1
1,6,1,1,2,34,2
1,6,1,14,3,37,3
1,1,2,30,2,NA,NA
1,5,2,3,1.5,30,1.5
1,1,1,83,4,NA,NA
1,6,1,18,8,52,8
1,6,1,5,2,26,2
1,17,2,13,2,NA,NA
1,2,2,23,1.5,NA,NA
1,5,2,14,1.5,52,1.5
1,6,1,18,1.5,39,1.5
1,5,2,5,1.5,24,1.5
1,1,2,53,2,NA,NA
1,6,1,0,2,19,2
1,1,2,24,2,NA,NA
1,2,2,34,1.5,NA,NA
1,6,1,15,15,48,15
1,6,1,6,2,40,2
1,2,2,25,4,NA,NA
1,1,2,28,2,NA,NA
1,1,2,47,2,NA,NA
1,2,2,28,3,NA,NA
1,1,2,21,1,NA,NA
1,6,1,14,4,35,4
1,6,1,5,1,24,1
1,6,1,1,2,31,2
1,2,2,22,2,NA,NA
1,5,2,14,2.5,31,2.5
1,5,2,8,3.5,37,3.5
1,6,1,14,2,51,2
1,5,2,6,2,28,2
1,2,2,27,2.5,NA,NA
1,1,2,47,2,NA,NA
1,6,1,3,3.75,25,3.75
1,1,2,49,2,79,2
1,5,2,8,2,34,2
1,6,1,9,2,28,2
1,5,2,2,2,47,2
1,6,1,13,4,51,4
1,6,1,1,4,21,4
1,6,1,16,4,45,4
1,5,2,2,4,38,4
1,2,2,53,2,NA,NA
1,2,2,24,1,NA,NA
1,5,2,18,6,33,6
2,1,1,40,4,NA,NA
1,6,1,1,2,24,2
1,2,2,24,1,NA,NA
1,1,1,42,3,NA,NA
1,2,2,31,1,NA,NA
1,6,1,0,3.25,20,3.25
1,1,1,50,2.5,NA,NA
2,1,1,35,2.5,NA,NA
1,1,1,25,1.5,NA,NA
1,1,1,33,2,NA,NA
1,1,1,58,1,NA,NA
1,5,2,1,1.5,33,1.5
1,6,1,1,2.5,31,2.5
1,6,1,17,7,37,7
1,6,1,17,2,45,2
1,6,1,14,1,-2,1
1,6,1,19,2,45,2
1,5,2,17,2,52,2
1,5,2,9,2,34,2
1,1,1,34,4,NA,NA
1,1,2,21,2,NA,NA
1,2,2,33,6,NA,NA
1,5,2,16,3,48,3
1,5,2,11,3.5,37,3.5
1,5,2,8,2,32,2
1,2,2,23,1.5,NA,NA
1,1,2,54,3,NA,NA
1,5,2,17,2,32,2
4,1,2,40,NA,NA,NA
1,6,1,15,2,37,2
1,1,1,34,2,NA,NA
1,6,1,6,2.5,25,2.5
1,6,1,0,1.5,23,1.5
1,6,1,1,2,18,2
1,5,2,13,5.5,37,5.5
1,6,1,25,2.5,51,2.5
1,2,2,25,2,NA,NA
1,6,1,3,1,27,1
1,6,1,5,8,27,8
1,6,1,14,2.5,38,2.5
1,2,2,24,5,NA,NA
1,1,1,25,2,NA,NA
2,6,1,20,NA,34,NA
1,6,1,9,3,34,3
1,5,2,21,4.5,48,4.5
1,5,2,1,4.5,29,4.5
1,5,2,1,2.5,19,2.5
1,2,2,36,0.5,NA,NA
1,5,2,6,4,33,4
1,5,2,11,3.5,47,3.5
1,2,2,45,6.5,NA,NA
1,6,1,10,1,39,1
1,6,1,18,3,55,3
1,1,2,55,1.5,NA,NA
1,6,1,0,2,19,2
1,6,1,13,1.5,39,1.5
1,5,2,10,3,35,3
1,35,1,14,6.5,47,6.5
1,5,2,4,1.5,34,1.5
1,1,2,30,4.5,NA,NA
1,1,1,27,1,NA,NA
1,2,2,26,1,NA,NA
1,6,1,18,4.5,48,4.5
1,1,1,63,1,NA,NA
2,6,1,11,4,37,4
1,1,2,18,2,NA,NA
1,5,2,2,2,21,2
1,2,2,20,2.5,NA,NA
6,2,2,29,3,NA,NA
1,2,2,56,2,NA,NA
1,5,2,16,4,43,4
1,1,2,59,4,NA,NA
6,5,2,6,NA,49,NA
1,1,1,36,3.25,NA,NA
1,1,1,22,2,59,4
1,6,1,6,2,27,2
1,5,2,3,1.5,33,1.5
1,6,1,14,4,45,4
1,5,2,6,2,29,2
1,6,1,8,1,54,1
1,1,1,22,2,NA,NA
1,6,1,13,2,37,2
1,6,1,2,1.5,22,1.5
1,5,2,9,2,30,2
1,5,2,2,1,21,1
4,1,1,37,NA,NA,NA
1,1,1,29,1,NA,NA
1,1,1,28,3,NA,NA
1,5,2,0,2,19,2
1,2,2,31,2,NA,NA
1,2,2,69,2.5,NA,NA
1,5,2,5,2,25,2
1,1,1,37,4.5,NA,NA
1,6,1,2,1.5,22,1.5
1,5,2,10,2,45,2
1,6,1,3,3,23,3
1,1,2,35,5,NA,NA
1,5,2,9,3,24,3
1,5,2,8,1,41,1
1,6,1,3,3,25,3
1,5,2,10,2,27,2
1,5,2,14,1,34,1
4,6,1,4,NA,25,NA
1,6,1,4,5.5,43,5.5
1,2,2,23,1,NA,NA
1,5,2,13,2,39,2
1,6,1,4,2,37,2
1,6,1,29,2.5,51,2.5
1,5,2,5,1.5,26,1.5
1,5,2,10,2,35,2
1,2,2,26,2.5,NA,NA
1,2,2,31,2,NA,NA
1,1,1,29,4,NA,NA
1,5,2,9,2,53,2
1,6,1,11,4.5,44,4.5
1,6,1,15,2,37,2
1,2,2,35,2,NA,NA
1,6,1,9,2,32,2
1,1,1,39,1.5,NA,NA
1,6,1,9,2,31,2
1,1,2,44,4.5,74,4.5
1,1,1,56,1.5,NA,NA
1,5,2,10,3,31,3
1,6,1,20,1,67,1
1,5,2,4,1,30,1
1,2,2,57,2.5,NA,NA
1,6,1,16,3,43,3
1,5,2,3,1,NA,NA
1,2,2,23,1,NA,NA
1,10,1,14,3.5,NA,NA
1,1,2,68,3,NA,NA
1,5,2,10,3,40,3
1,6,1,3,2,47,2
1,6,1,12,2,33,2
1,6,1,14,2,33,2
1,2,2,22,1,NA,NA
1,5,2,19,4,37,4
1,6,1,0,2.5,20,2.5
1,1,1,30,2,NA,NA
1,6,1,13,1,33,1
1,1,2,65,2,NA,NA
1,6,1,10,2.5,33,2.5
1,2,2,21,1,NA,NA
1,2,2,21,1.5,NA,NA
1,5,2,17,4,53,4
9,6,1,3,NA,33,NA
1,5,2,2,1,21,1
1,6,1,1,1.5,21,1.5
1,1,1,23,1.5,45,2.5
1,6,1,8,3,29,3
1,6,1,18,5,35,5
1,1,1,42,2,NA,NA
1,1,1,55,2,NA,NA
1,2,2,23,2,NA,NA
1,5,2,5,3,23,3
6,2,2,24,NA,NA,NA
1,1,1,51,4,NA,NA
1,2,2,57,3,NA,NA
6,5,2,4,NA,31,NA
1,17,2,13,1,NA,NA
1,1,2,49,2,NA,NA
1,1,2,37,2.5,NA,NA
1,6,1,6,6,37,6
1,6,1,2,2,21,2
1,6,1,5,4,23,4
5,2,2,20,NA,NA,NA
1,6,1,13,1.5,32,1.5
2,6,1,9,2,34,2
1,1,1,57,3,NA,NA
1,6,1,9,3,35,3
1,5,2,5,1.5,23,1.5
1,5,2,11,3,27,3
1,6,1,0,3,27,3
1,2,2,25,3,NA,NA
1,18,1,15,1,NA,NA
1,5,2,4,3,25,3
1,1,1,29,1.5,NA,NA
1,2,2,18,2,NA,NA
1,2,2,41,4.5,NA,NA
1,2,2,45,9,NA,NA
1,2,2,50,1.5,NA,NA
1,6,1,0,1.5,34,1.5
1,5,2,6,2,24,2
1,1,1,37,4,NA,NA
4,1,1,29,NA,NA,NA
1,1,2,53,2,NA,NA
1,5,2,12,4,49,4
1,6,1,22,2,53,2
1,2,2,37,3.5,NA,NA
8,18,1,11,NA,NA,NA
2,1,1,45,NA,NA,NA
1,6,1,14,1.5,NA,NA
1,2,2,59,4,NA,NA
1,2,2,37,1.5,60,6.5
1,5,2,5,2,29,2
1,35,1,17,5,52,5
1,6,1,12,2,53,2
1,5,2,11,2,39,2
1,5,2,12,3,35,3
1,6,1,16,5,36,5
1,1,2,45,2.5,NA,NA
1,1,1,25,2.5,NA,NA
1,6,1,10,3,58,3
1,5,2,4,2,25,2
1,6,1,5,4,26,4
1,2,2,35,2,NA,NA
1,6,1,7,2,33,2
1,6,1,15,1.5,34,1.5
1,1,2,41,2,NA,NA
1,35,1,4,3,41,3
1,5,2,4,2,25,2
1,1,2,25,2.5,NA,NA
1,5,2,7,2,29,2
1,1,1,28,2,NA,NA
1,1,1,27,2,NA,NA
1,6,1,6,5.5,32,5.5
1,5,2,4,1,32,1
1,5,2,10,1,33,1
1,35,1,23,3,35,3
3,6,1,1,NA,23,NA
1,5,2,5,2,25,2
1,2,2,32,1,NA,NA
1,5,2,11,1,33,1
1,2,2,18,2,NA,NA
1,2,2,28,4,56,0.5
1,10,1,18,3.5,NA,NA
1,5,2,17,3,51,3
1,6,1,9,2,37,2
1,6,1,16,1,39,1
1,1,1,57,2,NA,NA
1,6,1,2,1.5,25,1.5
1,5,2,16,2,35,2
1,5,2,4,2,28,2
1,5,2,11,3,37,3
1,2,2,32,2,NA,NA
1,6,1,18,2,48,2
1,6,1,0,4,25,4
1,1,1,34,4,NA,NA
1,17,2,6,1.5,35,2
1,21,2,7,2,NA,NA
1,5,2,2,1,25,1
1,5,2,6,2,22,2
1,1,1,24,2,NA,NA
1,2,2,17,0.5,NA,NA
1,5,2,9,2,36,2
1,1,2,33,3.5,NA,NA
6,5,2,7,NA,34,NA
1,0,1,25,3.5,NA,NA
1,5,2,3,2,28,2
6,2,2,23,NA,NA,NA
1,5,2,7,3,28,3
1,5,2,3,1.5,24,1.5
1,6,1,10,2,45,2
1,5,2,1,1,20,1
1,5,2,7,1,22,1
1,1,2,17,1,NA,NA
1,2,2,36,2,NA,NA
1,5,2,14,2,29,2
1,6,1,26,2,58,2
1,1,1,28,2,NA,NA
1,1,1,37,2,NA,NA
1,1,1,27,2,NA,NA
1,6,1,1,2,18,2
1,5,2,16,3.5,40,3.5
1,35,1,19,5,52,5
1,6,1,22,6,60,6
1,5,2,14,4,37,4
1,1,1,33,2.5,NA,NA
1,5,2,2,2,19,2
1,6,1,22,15,48,15
1,5,2,10,4,45,4
1,1,1,31,2,NA,NA
3,2,2,23,NA,NA,NA
1,1,1,34,2,NA,NA
1,1,2,27,1.5,NA,NA
1,6,1,2,2,53,2
1,6,1,11,4,46,4
4,5,2,13,NA,41,NA
1,1,1,27,1,NA,NA
7,35,1,20,NA,43,NA
1,5,2,3,5,35,5
1,1,1,40,5.5,NA,NA
1,2,2,30,4,55,2
1,1,2,32,1,NA,NA
1,2,2,34,2,NA,NA
1,6,1,7,3,38,3
1,5,2,8,15,48,15
1,5,2,14,2,36,2
1,1,1,57,2.5,NA,NA
1,6,1,3,1,21,1
4,5,2,4,2,35,2
1,6,1,16,0.5,NA,NA
1,6,1,16,2,31,2
1,5,2,11,6,49,6
1,1,2,34,3,NA,NA
1,6,1,15,1,30,1
1,6,1,4,2,35,2
6,6,1,11,2,38,2
1,1,2,20,1.5,NA,NA
1,1,2,52,1.5,NA,NA
1,6,1,11,3,33,3
1,18,1,10,2,NA,NA
1,6,1,21,2,47,2
1,5,2,1,5,39,5
1,5,2,5,1.5,23,1.5
1,2,2,35,2,NA,NA
1,6,1,7,1,32,1
1,6,1,15,2.5,28,2.5
1,5,2,1,2,23,2
1,6,1,17,4.5,35,4.5
1,1,1,65,8,NA,NA
1,1,1,78,7,NA,NA
1,1,2,31,2,NA,NA
1,2,2,52,8,NA,NA
1,5,2,21,1.5,49,1.5
1,6,1,7,1.5,50,1.5
1,1,1,29,2,NA,NA
1,5,2,19,4.5,45,4.5
1,1,1,29,2,57,2.5
1,17,2,15,2,NA,NA
1,1,1,33,2,NA,NA
1,2,2,56,3,NA,NA
3,6,1,8,NA,31,NA
1,6,1,10,2,49,2
1,2,2,53,3,NA,NA
1,35,1,14,2,32,2
1,1,1,30,2,NA,NA
1,6,1,19,2.5,55,2.5
1,5,2,2,2,31,2
1,17,2,11,2,NA,NA
1,1,1,47,1,NA,NA
1,1,1,63,5,NA,NA
1,5,2,37,5,77,5
1,5,2,4,1,24,1
1,2,2,27,3,NA,NA
1,6,1,16,2,35,2
1,1,1,30,3,NA,NA
6,6,1,6,0.5,28,0.5
1,1,1,48,2,NA,NA
1,5,2,10,2,39,2
1,5,2,4,2,41,2
1,6,1,3,1.5,21,1.5
1,1,2,63,2,NA,NA
1,6,1,23,4,46,4
1,6,1,12,2,35,2
1,1,2,36,2,NA,NA
1,1,2,40,2,NA,NA
1,2,2,45,2,NA,NA
1,5,2,0,2,53,2
1,5,2,17,4.5,58,4.5
1,6,1,1,2,26,2
1,5,2,21,3,41,3
1,2,2,17,1.75,NA,NA
4,6,1,12,NA,40,NA
1,5,2,2,2,20,2
1,1,2,55,3,NA,NA
1,2,2,44,2,NA,NA
1,6,1,10,2,31,2
3,6,1,0,NA,21,NA
1,1,2,68,0.5,NA,NA
1,5,2,9,4.5,29,4.5
1,2,2,18,2,NA,NA
1,5,2,17,2.5,32,2.5
1,2,2,14,4,46,3
1,1,1,39,3,NA,NA
1,5,2,10,1,32,1
1,6,1,10,1.5,29,1.5
1,6,1,8,1,NA,NA
1,1,1,47,1,NA,NA
1,5,2,10,3,32,3
1,1,1,39,2,NA,NA
1,5,2,8,3,37,3
9,2,2,33,NA,NA,NA
1,1,2,61,2,NA,NA
6,6,1,18,10,35,10
1,6,1,18,5,36,5
1,6,1,8,2,32,2
3,5,2,3,NA,23,NA
1,2,2,37,2,NA,NA
1,35,1,14,1.5,33,1.5
1,5,2,1,7,27,7
1,5,2,1,4.5,30,4.5
1,5,2,10,1,27,1
1,2,2,17,1.5,NA,NA
1,1,1,67,2,NA,NA
1,5,2,1,9,45,9
1,1,2,53,0.5,NA,NA
1,17,2,3,1.5,22,1.5
4,5,2,18,NA,NA,NA
1,5,2,7,3,33,3
6,2,2,63,11.5,NA,NA
1,1,1,38,3,NA,NA
1,1,1,39,1.5,NA,NA
7,2,2,34,NA,NA,NA
1,2,2,24,2,NA,NA
1,2,2,31,5,NA,NA
1,2,2,45,2,NA,NA
1,5,2,3,2.5,44,2.5
1,5,2,1,1,21,1
1,6,1,18,2,41,2
1,6,1,11,3.5,37,3.5
1,5,2,9,2,32,2
1,5,2,12,2,37,2
1,2,2,63,4.5,NA,NA
1,6,1,14,1.5,39,1.5
1,5,2,13,5,34,5
3,6,1,2,1.5,21,1.5
1,5,2,15,1,38,1
1,6,1,0,2,21,2
4,1,1,35,NA,NA,NA
1,1,2,21,1,NA,NA
1,5,2,8,1.5,30,1.5
1,1,1,32,1.5,NA,NA
1,6,1,19,4.5,35,4.5
3,5,2,10,NA,34,NA
1,6,1,17,2.5,37,2.5
1,5,2,4,1,35,1
1,6,1,0,1.5,23,1.5
6,2,2,49,NA,NA,NA
1,5,2,12,3,34,3
1,5,2,16,3,35,3
1,5,2,6,1,31,1
1,6,1,8,3,45,3
1,6,1,0,2,37,2
1,6,1,8,7,45,7
4,5,2,11,NA,41,NA
1,6,1,22,2,47,2
1,1,2,31,2,NA,NA
1,2,2,29,3,NA,NA
1,1,1,26,3,NA,NA
4,47,2,12,NA,NA,NA
1,1,2,57,2,NA,NA
1,5,2,7,1,27,1
1,5,2,8,5.5,51,5.5
1,5,2,6,3,34,3
1,1,1,33,2.5,NA,NA
1,18,1,16,1,NA,NA
1,6,1,7,3,42,3
1,6,1,18,2,42,2
1,5,2,0,1.5,25,1.5
1,6,1,6,2.5,31,2.5
1,1,2,61,2,NA,NA
1,1,2,27,1,NA,NA
1,6,1,9,1,32,1
1,5,2,1,1,17,1
1,6,1,21,3,46,3
1,1,1,29,2,NA,NA
1,5,2,3,2,21,2
1,6,1,11,2.5,32,2.5
1,6,1,13,6,35,6
1,2,2,42,2.5,NA,NA
6,5,2,7,1.5,25,1.5
1,6,1,5,3,18,3
1,6,1,15,2,41,2
1,6,1,2,2,34,2
1,5,2,6,2,25,2
1,6,1,1,2,23,2
1,2,2,21,2,NA,NA
1,6,1,12,3,49,3
1,6,1,18,4,45,4
1,1,1,55,8,NA,NA
1,6,1,24,2,45,2
1,6,1,21,2,45,2
1,5,2,9,5.5,32,5.5
1,6,1,15,9,45,9
1,5,2,3,1,21,1
1,6,1,22,1,67,1
1,5,2,18,2.5,NA,NA
1,6,1,5,3.25,31,3.25
1,6,1,2,4,24,4
4,2,2,27,NA,NA,NA
1,5,2,11,3,46,3
1,5,2,8,2,30,2
1,1,1,39,2.5,NA,NA
1,6,1,6,2,27,2
3,6,1,1,NA,40,NA
1,5,2,9,3,30,3
1,1,2,27,1.5,NA,NA
1,2,2,40,2,NA,NA
1,34,2,15,4,50,4
1,2,2,23,1,NA,NA
1,5,2,22,4,45,4
1,2,2,22,2.5,NA,NA
1,2,2,27,2,NA,NA
1,5,2,2,3,33,3
1,5,2,14,2.5,32,2.5
1,5,2,6,2.5,32,2.5
1,6,1,4,1.5,35,1.5
1,5,2,7,1,31,1
6,2,2,23,NA,NA,NA
1,1,1,30,3,NA,NA
1,2,2,20,2.5,NA,NA
1,5,2,1,3,28,3
1,1,1,46,2.5,NA,NA
1,5,2,11,2,47,2
7,1,1,21,NA,NA,NA
1,6,1,14,1.5,NA,NA
1,6,1,8,2.5,32,2.5
1,1,1,29,1,NA,NA
1,1,1,27,2,NA,NA
1,6,1,14,3,53,3
1,1,1,43,2,NA,NA
1,6,1,9,1,32,1
1,5,2,7,2,30,2
1,2,2,52,2,NA,NA
7,6,1,3,NA,24,NA
1,5,2,0,1,NA,NA
4,5,2,4,NA,27,NA
1,1,1,34,3,NA,NA
1,2,2,24,3,NA,NA
1,6,1,3,4.5,30,4.5
1,34,2,10,1,36,1
1,1,1,32,1,NA,NA
1,1,1,29,1,NA,NA
1,22,1,22,2,NA,NA
5,1,1,30,NA,NA,NA
2,6,1,5,NA,34,NA
1,5,2,15,4,33,4
1,5,2,24,3,40,3
1,2,2,23,1,NA,NA
1,6,1,10,2,NA,NA
1,5,2,6,3,23,3
1,6,1,6,2,30,2
1,1,2,21,1,NA,NA
1,2,2,57,3.5,NA,NA
4,2,2,24,NA,NA,NA
3,6,1,4,NA,34,NA
1,6,1,23,2.5,51,2.5
1,5,2,13,2,32,2
1,6,1,12,4,43,4
1,2,2,33,1.5,59,4
1,5,2,12,3,41,3
1,2,2,37,2,NA,NA
1,22,1,18,2,NA,NA
1,5,2,17,3,37,3
1,5,2,6,1,26,1
1,1,1,57,6,NA,NA
1,17,2,7,1,NA,NA
1,2,2,18,2,NA,NA
1,6,1,19,3,59,3
1,5,2,21,5,48,5
1,5,2,8,4,49,4
1,6,1,8,1.5,23,1.5
1,1,2,39,1.5,NA,NA
1,1,1,37,6,NA,NA
1,6,1,8,2,31,2
1,23,2,12,3,NA,NA
1,5,2,17,3,38,3
NA,1,1,34,NA,NA,NA
1,6,1,26,2,49,2
1,5,2,0,1,24,1
1,5,2,3,3.5,22,3.5
4,1,2,34,NA,NA,NA
1,6,1,2,1.5,33,1.5
1,1,1,27,1,NA,NA
6,5,2,5,3.5,29,3.5
1,17,2,5,3,NA,NA
1,6,1,11,1,37,1
1,5,2,5,2,37,2
1,5,2,3,1,24,1
1,2,2,22,2,NA,NA
1,6,1,6,2.5,32,2.5
1,5,2,14,3.5,33,3.5
1,5,2,10,15,48,15
1,6,1,18,6.5,35,6.5
1,5,2,13,6.5,55,6.5
1,5,2,7,2,46,2
1,1,1,33,2,NA,NA
1,2,2,33,3,NA,NA
1,2,2,24,1.5,NA,NA
1,6,1,18,3,39,3
1,6,1,2,3,25,3
1,10,1,21,3,NA,NA
1,1,1,30,3,NA,NA
1,35,1,16,1,36,1
1,5,2,10,4,35,4
1,5,2,1,1,20,1
1,6,1,9,2.5,35,2.5
1,2,2,19,2.5,NA,NA
5,1,1,42,NA,NA,NA
1,1,2,61,1,NA,NA
1,5,2,15,2.5,48,2.5
1,1,2,77,2,NA,NA
1,17,2,6,2,NA,NA
1,2,2,25,3,NA,NA
1,5,2,14,2,33,2
1,6,1,1,2.5,33,2.5
1,2,2,31,1,NA,NA
1,5,2,1,1,32,1
1,6,1,21,4.5,59,4.5
1,6,1,1,3.5,23,3.5
1,6,1,2,3,27,3
1,6,1,12,3.25,47,3.25
1,5,2,15,4,53,4
1,6,1,12,1,43,1
1,6,1,6,4,35,4
1,18,1,14,3,NA,NA
1,9,2,12,3.5,NA,NA
1,5,2,11,5,31,5
1,1,1,27,1,NA,NA
1,2,2,40,3.5,NA,NA
1,2,2,40,4,NA,NA
1,5,2,22,3.25,47,3.25
1,2,2,33,2.5,NA,NA
3,2,2,34,NA,NA,NA
1,5,2,11,2,39,2
1,5,2,7,2,41,2
1,6,1,12,3.5,32,3.5
6,1,1,33,3.5,NA,NA
1,5,2,2,1,35,1
1,6,1,2,1,28,1
1,5,2,3,4,22,4
1,1,1,39,2.5,NA,NA
1,1,1,44,2,NA,NA
1,5,2,27,5,57,5
1,5,2,12,2,42,2
1,2,2,39,2,NA,NA
1,1,1,31,1.5,NA,NA
1,1,1,65,5,NA,NA
1,6,1,2,1,35,1
4,10,1,18,NA,NA,NA
1,5,2,12,2,35,2
1,5,2,17,3,53,3
1,6,1,12,2,31,2
1,1,2,64,2,NA,NA
1,6,1,11,2,34,2
1,17,2,19,2,NA,NA
1,5,2,2,1.5,33,1.5
1,2,2,29,2,NA,NA
1,1,2,25,2,NA,NA
1,5,2,1,2,23,2
4,5,2,5,NA,28,NA
1,5,2,7,1,37,1
2,5,2,1,NA,34,NA
1,6,1,7,4,27,4
1,2,2,38,2,NA,NA
1,5,2,1,1,43,1
1,6,1,5,2,31,2
1,6,1,19,2,47,2
1,1,1,45,1,NA,NA
1,6,1,8,5,36,5
1,6,1,5,1,31,1
1,1,1,26,2,NA,NA
1,6,1,21,3,37,3
1,5,2,1,0.5,32,0.5
5,1,1,33,NA,NA,NA
1,1,2,26,2,NA,NA
3,2,2,27,NA,NA,NA
1,1,1,25,1.5,NA,NA
1,5,2,19,1.5,44,1.5
1,5,2,0,1,19,1
1,6,1,23,2,58,2
2,5,2,6,2,34,2
1,2,2,52,2,NA,NA
1,6,1,10,2,29,2
1,6,1,23,1.5,49,1.5
1,6,1,2,6.25,18,6.25
1,5,2,6,1,24,1
1,6,1,0,2,27,2
1,6,1,3,1.5,33,1.5
1,1,2,51,2,NA,NA
1,5,2,15,2.5,55,2.5
1,2,2,34,1,NA,NA
1,1,1,40,4,NA,NA
1,6,1,2,1,25,1
8,17,2,5,NA,NA,NA
1,1,2,31,3,NA,NA
1,1,1,55,6.5,NA,NA
1,5,2,2,4,22,4
1,6,1,9,2.5,32,2.5
1,1,1,52,3.5,NA,NA
1,2,2,46,1,NA,NA
1,2,2,29,2,NA,NA
1,1,1,55,4,NA,NA
1,2,2,20,1,NA,NA
3,5,2,2,NA,29,NA
1,6,1,4,2,27,2
1,1,2,24,0.5,NA,NA
1,6,1,15,6.5,55,6.5
6,1,2,44,1.5,NA,NA
1,7,2,18,3,NA,NA
3,9,2,17,NA,NA,NA
1,1,1,23,6.25,NA,NA
1,1,1,36,2.5,NA,NA
1,2,2,37,2,NA,NA
1,1,2,27,2.5,NA,NA
1,5,2,13,1,32,1
1,6,1,3,5,24,5
1,2,2,28,2,NA,NA
1,5,2,13,1,38,1
1,6,1,21,6,53,6
1,2,2,31,5,NA,NA
1,34,2,10,2,36,2
1,6,1,6,4,23,4
1,5,2,12,2,46,2
1,1,1,59,2,NA,NA
1,5,2,9,3,27,3
3,2,2,57,NA,NA,NA
1,6,1,14,4,36,4
6,1,1,32,1.5,NA,NA
1,1,1,65,3,NA,NA
1,5,2,24,3.25,47,3.25
1,6,1,22,4,62,4
1,2,2,37,3,NA,NA
1,6,1,5,1,27,1
1,1,2,55,4,NA,NA
1,2,2,37,1,NA,NA
1,6,1,3,2,26,2
1,5,2,1,2,23,2
1,5,2,3,0.5,36,0.5
1,6,1,1,3,35,3
1,6,1,3,1,NA,NA
1,6,1,16,2.5,38,2.5
1,6,1,19,3,47,3
1,6,1,8,2,31,2
1,1,2,22,1,NA,NA
1,1,1,27,2,52,2
1,6,1,20,2,68,2
1,6,1,5,1.5,21,1.5
1,6,1,3,5,34,5
1,5,2,19,2.5,57,2.5
1,2,2,21,1,NA,NA
1,2,2,28,2,NA,NA
1,5,2,16,1,34,1
1,1,1,28,2.5,NA,NA
1,6,1,3,1,27,1
1,6,1,24,2,50,2
1,6,1,20,2,53,2
1,1,1,26,1,NA,NA
1,6,1,12,1,32,1
1,5,2,3,2.5,23,2.5
1,1,1,38,3,NA,NA
1,2,2,37,4,NA,NA
1,35,1,9,1,24,1
1,1,1,30,2,NA,NA
1,7,2,26,2,NA,NA
1,2,2,41,2,NA,NA
3,1,1,33,NA,NA,NA
1,1,1,27,3,NA,NA
1,5,2,3,2,27,2
1,2,2,48,3,NA,NA
1,6,1,7,2.5,31,2.5
1,2,2,32,2.5,NA,NA
6,1,1,21,1,NA,NA
1,6,1,1,3,34,3
1,2,2,19,2.5,NA,NA
1,6,1,1,3,33,3
1,6,1,2,2.5,21,2.5
1,2,2,34,2,52,2
1,1,1,61,2,NA,NA
1,1,1,-2,5,NA,NA
1,5,2,6,1.5,44,1.5
1,6,1,18,4,46,4
5,1,1,39,NA,NA,NA
1,1,2,37,2,54,2
1,6,1,19,2,35,2
1,1,2,54,1,NA,NA
1,1,2,38,1.5,NA,NA
1,6,1,23,2,47,2
1,5,2,4,2,40,2
1,5,2,1,2,27,2
1,6,1,15,2,40,2
1,6,1,1,2,31,2
